state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
Alabama,2020-03-26,2,1,2,2,3,2,2,2,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-03-27,1,1.4285714285714286,1,1,4,3,3,3,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-03-28,0,1.4285714285714286,0,0,4,3,3,3,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-03-29,1,1.7142857142857144,1,1,5,4,4,4,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-03-30,6,2.571428571428571,6,6,11,10,10,10,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-03-31,3,3.142857142857143,3,3,14,13,13,13,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-01,14,3.8571428571428568,14,14,28,27,27,27,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-02,4,4.428571428571429,4,4,32,31,31,31,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-03,6,5.285714285714286,6,6,38,37,37,37,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-04,6,4.714285714285714,6,6,44,43,43,43,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-05,1,5.428571428571429,1,1,45,44,44,44,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-06,8,7.7142857142857135,8,8,53,52,52,52,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-07,11,8.285714285714286,11,11,64,63,63,63,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-08,3,9,3,3,67,66,66,66,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-09,11,9.571428571428571,11,11,78,77,77,77,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-10,2,9.857142857142858,2,2,80,79,79,79,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-11,13,7.571428571428571,13,13,93,92,92,92,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-12,0,7.7142857142857135,0,0,93,92,92,92,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-13,11,10.428571428571429,11,11,104,103,103,103,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-14,10,10.285714285714286,10,10,114,113,113,113,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-15,9,10.428571428571427,9,9,123,122,122,122,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-16,14,10.428571428571429,14,14,137,136,136,136,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-17,14,10.571428571428571,14,14,151,150,150,150,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-19,13,7.7142857142857135,13,13,160,163,163,163,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-20,4,11,4,4,164,167,167,167,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-21,22,11.142857142857142,22,22,186,189,189,189,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-22,15,11.285714285714286,15,15,201,204,204,204,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-24,12,11.571428571428571,12,12,209,216,216,216,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-25,4,8,4,4,213,220,220,220,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-26,6,8.142857142857142,6,6,219,226,226,226,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-27,NA,10.714285714285714,4.285714285714286,21.285714285714285,NA,236.71428571428572,230.28571428571428,247.28571428571428,4903185,0.6772,0.7953,0.8336,0.8844
Alabama,2020-04-28,NA,10.428571428571429,4.285714285714286,21.428571428571427,NA,247.71428571428572,237.14285714285714,263.7142857142857,4903185,0.6772,0.7953,0.8336,0.8844
