msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
"Abilene, TX",2020-04-04,1,0,1,1,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-05,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-06,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-07,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-08,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-09,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-10,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-11,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-12,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-13,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-14,0,0,0,0,1,1,1,1,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-15,1,0,1,1,2,2,2,2,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-16,0,0,0,0,2,2,2,2,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-17,0,0,0,0,2,2,2,2,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-18,0,0,0,0,2,2,2,2,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-19,0,0,0,0,2,2,2,2,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-20,0,0,0,0,2,2,2,2,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-21,1,0,1,1,3,3,3,3,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-23,1,0,1,1,3,4,4,4,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-24,0,0,0,0,3,4,4,4,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-25,0,0,0,0,3,4,4,4,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-26,NA,0,0,1,NA,4,4,5,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-27,NA,0,0,1,NA,4.285714285714286,4,5.714285714285714,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-28,NA,0,0,1.150000000000026,NA,4.571428571428571,4,6.428571428571429,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-29,NA,0,0,1.2857142857142856,NA,4.714285714285714,4,7.142857142857142,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-04-30,NA,0,0,1.4285714285714286,NA,5,4,7.857142857142857,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-01,NA,0,0,1.4285714285714286,NA,5.142857142857142,4,8.571428571428571,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-02,NA,0,0,1.4285714285714286,NA,5.428571428571429,4,9.285714285714286,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-03,NA,0,0,1.4285714285714286,NA,5.714285714285714,4,10.142857142857142,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-04,NA,0,0,1.4285714285714286,NA,6,4,11.142857142857142,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-05,NA,0,0,1.7142857142857144,NA,6.285714285714286,4,12,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-06,NA,0,0,1.7142857142857144,NA,6.571428571428571,4,13.285714285714286,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-07,NA,0,0,1.7142857142857144,NA,7,4.285714285714286,14.29285714285717,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-08,NA,0,0,2.142857142857143,NA,7.285714285714286,4.285714285714286,15.571428571428571,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-09,NA,0.2857142857142857,0,2.142857142857143,NA,7.714285714285714,4.285714285714286,17.142857142857142,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-10,NA,0.2857142857142857,0,2.4285714285714284,NA,8.142857142857142,4.571428571428571,18.714285714285715,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-11,NA,0.2857142857142857,0,2.857142857142857,NA,8.714285714285714,4.714285714285714,21,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-12,NA,0.2857142857142857,0,2.857142857142857,NA,9.285714285714286,4.714285714285714,23,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-13,NA,0.5714285714285714,0,3.428571428571429,NA,9.857142857142858,5,26,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-14,NA,0.7142857142857143,0,4,NA,10.5,5,28.857142857142858,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-15,NA,0.7142857142857143,0,4.428571428571429,NA,11.142857142857142,5.285714285714286,32.721428571428596,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-16,NA,0.7142857142857143,0,5.285714285714286,NA,12.142857142857142,5.428571428571429,36.714285714285715,172060,0.2305,0.3033,0.346,0.4378
"Abilene, TX",2020-05-17,NA,0.7142857142857143,0,6.285714285714286,NA,13,5.571428571428571,41.857142857142854,172060,0.2305,0.3033,0.346,0.4378
"Akron, OH",2020-03-27,3,0.8571428571428571,3,3,3,3,3,3,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-03-28,1,0.7142857142857143,1,1,4,4,4,4,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-03-29,1,0.7142857142857143,1,1,5,5,5,5,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-03-30,1,1,1,1,6,6,6,6,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-03-31,0,1.2857142857142856,0,0,6,6,6,6,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-04-01,2,1.4285714285714284,2,2,8,8,8,8,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-04-02,1,1.4285714285714286,1,1,9,9,9,9,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-04-03,1,1.5714285714285714,1,1,10,10,10,10,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-04-04,0,1.1428571428571428,0,0,10,10,10,10,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-04-05,3,1.2857142857142856,3,3,13,13,13,13,703479,0.5488,0.658,0.7187,0.8053
"Akron, OH",2020-04-06,2,1.7142857142857144,2,2,15,15,15,15,703479,0.5488,0.658,0.7187,0.8053
