msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population
"Jackson, MS",2020-06-23,NA,2.1,0,9.7,NA,148.3,125.5,189.6,594806
"Jackson, MS",2020-06-24,NA,2,0,9.3,NA,150.4,127.2,193.2,594806
"Jackson, MS",2020-06-25,NA,2,0,9.2,NA,153,128.9,198.1,594806
"Jackson, MS",2020-06-26,NA,1.9,0,9.1,NA,155.7,130,202.1,594806
"Jackson, MS",2020-06-27,NA,1.8,0,8.3,NA,157.7,131.7,206.8,594806
"Jackson, MS",2020-06-28,NA,1.8,0,8.2,NA,160.2,132.7,211.1,594806
"Jacksonville, FL",2020-03-18,2,2,2,2,2,2,2,2,1559514
"Jacksonville, FL",2020-03-19,0,0,0,0,2,2,2,2,1559514
"Jacksonville, FL",2020-03-20,0,0,0,0,2,2,2,2,1559514
"Jacksonville, FL",2020-03-21,0,0,0,0,2,2,2,2,1559514
"Jacksonville, FL",2020-03-22,0,0,0,0,2,2,2,2,1559514
"Jacksonville, FL",2020-03-23,1,1,1,1,3,3,3,3,1559514
"Jacksonville, FL",2020-03-24,0,0,0,0,3,3,3,3,1559514
"Jacksonville, FL",2020-03-25,3,3,3,3,6,6,6,6,1559514
"Jacksonville, FL",2020-03-26,2,2,2,2,8,8,8,8,1559514
"Jacksonville, FL",2020-03-27,0,0,0,0,8,8,8,8,1559514
"Jacksonville, FL",2020-03-28,1,1,1,1,9,9,9,9,1559514
"Jacksonville, FL",2020-03-29,0,0,0,0,9,9,9,9,1559514
"Jacksonville, FL",2020-03-30,0,0,0,0,9,9,9,9,1559514
"Jacksonville, FL",2020-03-31,2,2,2,2,11,11,11,11,1559514
"Jacksonville, FL",2020-04-01,0,0,0,0,11,11,11,11,1559514
"Jacksonville, FL",2020-04-02,6,6,6,6,17,17,17,17,1559514
"Jacksonville, FL",2020-04-03,0,0,0,0,17,17,17,17,1559514
"Jacksonville, FL",2020-04-04,0,0,0,0,17,17,17,17,1559514
"Jacksonville, FL",2020-04-05,0,0,0,0,17,17,17,17,1559514
"Jacksonville, FL",2020-04-06,0,0,0,0,17,17,17,17,1559514
"Jacksonville, FL",2020-04-07,0,0,0,0,17,17,17,17,1559514
"Jacksonville, FL",2020-04-08,3,3,3,3,20,20,20,20,1559514
"Jacksonville, FL",2020-04-09,2,2,2,2,22,22,22,22,1559514
"Jacksonville, FL",2020-04-10,0,0,0,0,22,22,22,22,1559514
"Jacksonville, FL",2020-04-11,1,1,1,1,23,23,23,23,1559514
"Jacksonville, FL",2020-04-12,2,2,2,2,25,25,25,25,1559514
"Jacksonville, FL",2020-04-13,1,1,1,1,26,26,26,26,1559514
"Jacksonville, FL",2020-04-14,0,0,0,0,26,26,26,26,1559514
"Jacksonville, FL",2020-04-15,1,1,1,1,27,27,27,27,1559514
"Jacksonville, FL",2020-04-16,1,1,1,1,28,28,28,28,1559514
"Jacksonville, FL",2020-04-17,3,3,3,3,31,31,31,31,1559514
"Jacksonville, FL",2020-04-18,0,0,0,0,31,31,31,31,1559514
"Jacksonville, FL",2020-04-19,2,2,2,2,33,33,33,33,1559514
"Jacksonville, FL",2020-04-20,1,1,1,1,34,34,34,34,1559514
"Jacksonville, FL",2020-04-21,1,1,1,1,35,35,35,35,1559514
"Jacksonville, FL",2020-04-22,0,0,0,0,35,35,35,35,1559514
"Jacksonville, FL",2020-04-23,1,1,1,1,36,36,36,36,1559514
"Jacksonville, FL",2020-04-24,3,3,3,3,39,39,39,39,1559514
"Jacksonville, FL",2020-04-25,0,0,0,0,39,39,39,39,1559514
"Jacksonville, FL",2020-04-26,0,0,0,0,39,39,39,39,1559514
"Jacksonville, FL",2020-04-27,1,1,1,1,40,40,40,40,1559514
"Jacksonville, FL",2020-04-28,1,1,1,1,41,41,41,41,1559514
"Jacksonville, FL",2020-04-29,1,1,1,1,42,42,42,42,1559514
"Jacksonville, FL",2020-04-30,0,0,0,0,42,42,42,42,1559514
"Jacksonville, FL",2020-05-01,3,3,3,3,45,45,45,45,1559514
"Jacksonville, FL",2020-05-02,4,4,4,4,49,49,49,49,1559514
"Jacksonville, FL",2020-05-03,1,1,1,1,50,50,50,50,1559514
"Jacksonville, FL",2020-05-04,2,2,2,2,52,52,52,52,1559514
"Jacksonville, FL",2020-05-05,0,0,0,0,52,52,52,52,1559514
"Jacksonville, FL",2020-05-06,1,1,1,1,53,53,53,53,1559514
"Jacksonville, FL",2020-05-07,2,2,2,2,55,55,55,55,1559514
"Jacksonville, FL",2020-05-08,1,1,1,1,56,56,56,56,1559514
"Jacksonville, FL",2020-05-09,0,0,0,0,56,56,56,56,1559514
"Jacksonville, FL",2020-05-10,0,0,0,0,56,56,56,56,1559514
"Jacksonville, FL",2020-05-11,2,2,2,2,58,58,58,58,1559514
"Jacksonville, FL",2020-05-12,1,1,1,1,59,59,59,59,1559514
"Jacksonville, FL",2020-05-13,3,3,3,3,62,62,62,62,1559514
"Jacksonville, FL",2020-05-14,1,1,1,1,63,63,63,63,1559514
"Jacksonville, FL",2020-05-15,1,1,1,1,64,64,64,64,1559514
"Jacksonville, FL",2020-05-16,4,4,4,4,68,68,68,68,1559514
"Jacksonville, FL",2020-05-17,1,1,1,1,69,69,69,69,1559514
"Jacksonville, FL",2020-05-18,0,0,0,0,69,69,69,69,1559514
"Jacksonville, FL",2020-05-19,1,1,1,1,70,70,70,70,1559514
"Jacksonville, FL",2020-05-20,0,0,0,0,70,70,70,70,1559514
"Jacksonville, FL",2020-05-21,1,1,1,1,71,71,71,71,1559514
"Jacksonville, FL",2020-05-22,4,4,4,4,75,75,75,75,1559514
"Jacksonville, FL",2020-05-23,2,2,2,2,77,77,77,77,1559514
"Jacksonville, FL",2020-05-24,0,0,0,0,77,77,77,77,1559514
"Jacksonville, FL",2020-05-25,2,2,2,2,79,79,79,79,1559514
"Jacksonville, FL",2020-05-26,1,1,1,1,80,80,80,80,1559514
"Jacksonville, FL",2020-05-27,3,3,3,3,83,83,83,83,1559514
"Jacksonville, FL",2020-05-28,0,0,0,0,83,83,83,83,1559514
"Jacksonville, FL",2020-05-29,2,2,2,2,85,85,85,85,1559514
"Jacksonville, FL",2020-05-30,1,1,1,1,86,86,86,86,1559514
"Jacksonville, FL",2020-05-31,2,2,2,2,88,88,88,88,1559514
"Jacksonville, FL",2020-06-01,1,1,1,1,89,89,89,89,1559514
"Jacksonville, FL",2020-06-02,2,2,2,2,91,91,91,91,1559514
"Jacksonville, FL",2020-06-03,4,4,4,4,95,95,95,95,1559514
"Jacksonville, FL",2020-06-05,1,1,1,1,95,95,95,95,1559514
"Jacksonville, FL",2020-06-06,1,1,1,1,96,96,96,96,1559514
"Jacksonville, FL",2020-06-07,NA,1.6,0,6.9,NA,98.6,97,103.9,1559514
"Jacksonville, FL",2020-06-08,NA,1.6,0,7.6,NA,100.4,97,108.4,1559514
"Jacksonville, FL",2020-06-09,NA,1.6,0,7.2,NA,102.2,97.9,112.1,1559514
"Jacksonville, FL",2020-06-10,NA,1.7,0,7.9,NA,104,98.6,116,1559514
"Jacksonville, FL",2020-06-11,NA,1.7,0,7.7,NA,106.3,99.5,119.4,1559514
"Jacksonville, FL",2020-06-12,NA,1.7,0,7.9,NA,108.1,100.8,123.3,1559514
"Jacksonville, FL",2020-06-13,NA,1.7,0,8.3,NA,110.5,101.6,127,1559514
"Jacksonville, FL",2020-06-14,NA,1.7,0,8.1,NA,112.9,102.9,130.8,1559514
"Jacksonville, FL",2020-06-15,NA,1.7,0,9.2,NA,115.2,103.8,135.3,1559514
"Jacksonville, FL",2020-06-16,NA,1.7,0,8.9,NA,117.1,105.1,139.7,1559514
"Jacksonville, FL",2020-06-17,NA,1.7,0,8.4,NA,119.5,106.5,144.4,1559514
"Jacksonville, FL",2020-06-18,NA,1.7,0,9.1,NA,122,107.3,148.4,1559514
"Jacksonville, FL",2020-06-19,NA,1.7,0,9.1,NA,124.4,108.6,153.8,1559514
"Jacksonville, FL",2020-06-20,NA,2.2,0,9.7,NA,127.2,109.8,159.4,1559514
"Jacksonville, FL",2020-06-21,NA,2.2,0,9.5,NA,129.6,111.6,164.7,1559514
"Jacksonville, FL",2020-06-22,NA,2.2,0,10.6,NA,132.1,112.9,170.8,1559514
"Jacksonville, FL",2020-06-23,NA,2.2,0,10.9,NA,135.1,114.6,176,1559514
"Jacksonville, FL",2020-06-24,NA,2.3,0,10.4,NA,137.4,116.4,183.9,1559514
"Jacksonville, FL",2020-06-25,NA,2.2,0,11.2,NA,140.9,117.6,189.1,1559514
"Jacksonville, FL",2020-06-26,NA,2.2,0,11.7,NA,143.8,119.3,197,1559514
"Jacksonville, FL",2020-06-27,NA,2.8,0,12.4,NA,146.8,121.1,205.1,1559514
"Jacksonville, FL",2020-06-28,NA,2.8,0,12.9,NA,150.3,123.8,211.4,1559514
"Kansas City, MO-KS",2020-03-13,1,1,1,1,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-14,0,0,0,0,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-15,0,0,0,0,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-16,0,0,0,0,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-17,0,0,0,0,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-18,0,0,0,0,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-19,0,0,0,0,1,1,1,1,2157990
"Kansas City, MO-KS",2020-03-20,1,1,1,1,2,2,2,2,2157990
"Kansas City, MO-KS",2020-03-21,1,1,1,1,3,3,3,3,2157990
"Kansas City, MO-KS",2020-03-22,0,0,0,0,3,3,3,3,2157990
"Kansas City, MO-KS",2020-03-23,0,0,0,0,3,3,3,3,2157990
"Kansas City, MO-KS",2020-03-24,0,0,0,0,3,3,3,3,2157990
"Kansas City, MO-KS",2020-03-25,1,1,1,1,4,4,4,4,2157990
"Kansas City, MO-KS",2020-03-26,0,0,0,0,4,4,4,4,2157990
"Kansas City, MO-KS",2020-03-27,1,1,1,1,5,5,5,5,2157990
"Kansas City, MO-KS",2020-03-28,0,0,0,0,5,5,5,5,2157990
"Kansas City, MO-KS",2020-03-29,2,2,2,2,7,7,7,7,2157990
"Kansas City, MO-KS",2020-03-30,0,0,0,0,7,7,7,7,2157990
"Kansas City, MO-KS",2020-03-31,1,1,1,1,8,8,8,8,2157990
"Kansas City, MO-KS",2020-04-01,2,2,2,2,10,10,10,10,2157990
"Kansas City, MO-KS",2020-04-02,1,1,1,1,11,11,11,11,2157990
"Kansas City, MO-KS",2020-04-03,7,7,7,7,18,18,18,18,2157990
"Kansas City, MO-KS",2020-04-04,0,0,0,0,18,18,18,18,2157990
"Kansas City, MO-KS",2020-04-05,0,0,0,0,18,18,18,18,2157990
"Kansas City, MO-KS",2020-04-06,3,3,3,3,21,21,21,21,2157990
"Kansas City, MO-KS",2020-04-07,7,7,7,7,28,28,28,28,2157990
"Kansas City, MO-KS",2020-04-08,3,3,3,3,31,31,31,31,2157990
"Kansas City, MO-KS",2020-04-09,2,2,2,2,33,33,33,33,2157990
"Kansas City, MO-KS",2020-04-10,0,0,0,0,33,33,33,33,2157990
"Kansas City, MO-KS",2020-04-11,11,11,11,11,44,44,44,44,2157990
"Kansas City, MO-KS",2020-04-12,7,7,7,7,51,51,51,51,2157990
"Kansas City, MO-KS",2020-04-13,5,5,5,5,56,56,56,56,2157990
"Kansas City, MO-KS",2020-04-14,8,8,8,8,64,64,64,64,2157990
"Kansas City, MO-KS",2020-04-15,4,4,4,4,68,68,68,68,2157990
"Kansas City, MO-KS",2020-04-16,7,7,7,7,75,75,75,75,2157990
"Kansas City, MO-KS",2020-04-17,3,3,3,3,78,78,78,78,2157990
"Kansas City, MO-KS",2020-04-18,4,4,4,4,82,82,82,82,2157990
"Kansas City, MO-KS",2020-04-19,7,7,7,7,89,89,89,89,2157990
"Kansas City, MO-KS",2020-04-20,8,8,8,8,97,97,97,97,2157990
"Kansas City, MO-KS",2020-04-21,6,6,6,6,103,103,103,103,2157990
"Kansas City, MO-KS",2020-04-22,4,4,4,4,107,107,107,107,2157990
"Kansas City, MO-KS",2020-04-23,0,0,0,0,107,107,107,107,2157990
"Kansas City, MO-KS",2020-04-24,3,3,3,3,110,110,110,110,2157990
"Kansas City, MO-KS",2020-04-25,2,2,2,2,112,112,112,112,2157990
"Kansas City, MO-KS",2020-04-26,2,2,2,2,114,114,114,114,2157990
"Kansas City, MO-KS",2020-04-27,4,4,4,4,118,118,118,118,2157990
"Kansas City, MO-KS",2020-04-28,1,1,1,1,119,119,119,119,2157990
"Kansas City, MO-KS",2020-04-29,3,3,3,3,122,122,122,122,2157990
"Kansas City, MO-KS",2020-04-30,1,1,1,1,123,123,123,123,2157990
"Kansas City, MO-KS",2020-05-01,1,1,1,1,124,124,124,124,2157990
"Kansas City, MO-KS",2020-05-02,1,1,1,1,125,125,125,125,2157990
"Kansas City, MO-KS",2020-05-03,1,1,1,1,126,126,126,126,2157990
"Kansas City, MO-KS",2020-05-04,11,11,11,11,137,137,137,137,2157990
"Kansas City, MO-KS",2020-05-05,4,4,4,4,141,141,141,141,2157990
"Kansas City, MO-KS",2020-05-06,0,0,0,0,141,141,141,141,2157990
"Kansas City, MO-KS",2020-05-07,0,0,0,0,141,141,141,141,2157990
"Kansas City, MO-KS",2020-05-08,3,3,3,3,144,144,144,144,2157990
"Kansas City, MO-KS",2020-05-09,5,5,5,5,149,149,149,149,2157990
"Kansas City, MO-KS",2020-05-10,0,0,0,0,149,149,149,149,2157990
"Kansas City, MO-KS",2020-05-11,2,2,2,2,151,151,151,151,2157990
"Kansas City, MO-KS",2020-05-12,3,3,3,3,154,154,154,154,2157990
"Kansas City, MO-KS",2020-05-13,1,1,1,1,155,155,155,155,2157990
"Kansas City, MO-KS",2020-05-14,1,1,1,1,156,156,156,156,2157990
"Kansas City, MO-KS",2020-05-15,3,3,3,3,159,159,159,159,2157990
"Kansas City, MO-KS",2020-05-16,2,2,2,2,161,161,161,161,2157990
"Kansas City, MO-KS",2020-05-17,0,0,0,0,161,161,161,161,2157990
"Kansas City, MO-KS",2020-05-18,1,1,1,1,162,162,162,162,2157990
"Kansas City, MO-KS",2020-05-19,1,1,1,1,163,163,163,163,2157990
"Kansas City, MO-KS",2020-05-20,2,2,2,2,165,165,165,165,2157990
"Kansas City, MO-KS",2020-05-21,1,1,1,1,166,166,166,166,2157990
"Kansas City, MO-KS",2020-05-22,1,1,1,1,167,167,167,167,2157990
"Kansas City, MO-KS",2020-05-23,1,1,1,1,168,168,168,168,2157990
"Kansas City, MO-KS",2020-05-24,0,0,0,0,168,168,168,168,2157990
"Kansas City, MO-KS",2020-05-25,2,2,2,2,170,170,170,170,2157990
"Kansas City, MO-KS",2020-05-26,0,0,0,0,170,170,170,170,2157990
"Kansas City, MO-KS",2020-05-27,2,2,2,2,172,172,172,172,2157990
"Kansas City, MO-KS",2020-05-28,2,2,2,2,174,174,174,174,2157990
"Kansas City, MO-KS",2020-05-29,0,0,0,0,174,174,174,174,2157990
"Kansas City, MO-KS",2020-05-30,2,2,2,2,176,176,176,176,2157990
"Kansas City, MO-KS",2020-05-31,0,0,0,0,176,176,176,176,2157990
"Kansas City, MO-KS",2020-06-01,2,2,2,2,178,178,178,178,2157990
"Kansas City, MO-KS",2020-06-02,6,6,6,6,184,184,184,184,2157990
"Kansas City, MO-KS",2020-06-03,0,0,0,0,184,184,184,184,2157990
"Kansas City, MO-KS",2020-06-04,1,1,1,1,185,185,185,185,2157990
"Kansas City, MO-KS",2020-06-05,2,2,2,2,187,187,187,187,2157990
"Kansas City, MO-KS",2020-06-06,2,2,2,2,189,189,189,189,2157990
"Kansas City, MO-KS",2020-06-07,NA,0.9,0,5.8,NA,189.9,189,194.8,2157990
"Kansas City, MO-KS",2020-06-08,NA,0.9,0,5.1,NA,191,189,197.4,2157990
"Kansas City, MO-KS",2020-06-09,NA,0.9,0,5.1,NA,192.5,189.1,199.6,2157990
"Kansas City, MO-KS",2020-06-10,NA,0.9,0,5.2,NA,193.5,189.4,202.4,2157990
"Kansas City, MO-KS",2020-06-11,NA,0.9,0,5.1,NA,194.6,190,204.5,2157990
"Kansas City, MO-KS",2020-06-12,NA,0.9,0,5.1,NA,195.5,190.1,207,2157990
"Kansas City, MO-KS",2020-06-13,NA,0.9,0,5.1,NA,197,190.9,208.5,2157990
"Kansas City, MO-KS",2020-06-14,NA,0.4,0,4.9,NA,197.9,191,210.2,2157990
"Kansas City, MO-KS",2020-06-15,NA,0.9,0,4.6,NA,198.9,191.6,212.8,2157990
"Kansas City, MO-KS",2020-06-16,NA,0.9,0,5,NA,199.8,191.9,214.3,2157990
"Kansas City, MO-KS",2020-06-17,NA,0.9,0,4.4,NA,200.7,192.5,215.8,2157990
"Kansas City, MO-KS",2020-06-18,NA,0.4,0,4.4,NA,201.9,192.7,217.9,2157990
"Kansas City, MO-KS",2020-06-19,NA,0.4,0,4.4,NA,203,193.3,219.6,2157990
"Kansas City, MO-KS",2020-06-20,NA,0.3,0,3.9,NA,203.4,193.4,221.2,2157990
"Kansas City, MO-KS",2020-06-21,NA,0.4,0,4.4,NA,204.2,193.6,223.2,2157990
"Kansas City, MO-KS",2020-06-22,NA,0.3,0,4.4,NA,205,194.1,225.5,2157990
"Kansas City, MO-KS",2020-06-23,NA,0.3,0,4.3,NA,206,194.2,226.9,2157990
"Kansas City, MO-KS",2020-06-24,NA,0.3,0,3.9,NA,206.7,194.3,228.6,2157990
"Kansas City, MO-KS",2020-06-25,NA,0.1,0,4.4,NA,207.1,194.9,230.4,2157990
"Kansas City, MO-KS",2020-06-26,NA,0.1,0,3.8,NA,207.9,195.5,232.2,2157990
"Kansas City, MO-KS",2020-06-27,NA,0.1,0,3.9,NA,208.7,195.5,234,2157990
"Kansas City, MO-KS",2020-06-28,NA,0.1,0,3.9,NA,208.9,195.6,235,2157990
"Knoxville, TN",2020-03-30,1,1,1,1,1,1,1,1,869046
"Knoxville, TN",2020-03-31,0,0,0,0,1,1,1,1,869046
"Knoxville, TN",2020-04-01,0,0,0,0,1,1,1,1,869046
"Knoxville, TN",2020-04-02,0,0,0,0,1,1,1,1,869046
"Knoxville, TN",2020-04-03,0,0,0,0,1,1,1,1,869046
"Knoxville, TN",2020-04-04,0,0,0,0,1,1,1,1,869046
"Knoxville, TN",2020-04-05,0,0,0,0,1,1,1,1,869046
"Knoxville, TN",2020-04-06,4,4,4,4,5,5,5,5,869046
"Knoxville, TN",2020-04-07,0,0,0,0,5,5,5,5,869046
"Knoxville, TN",2020-04-08,2,2,2,2,7,7,7,7,869046
"Knoxville, TN",2020-04-09,0,0,0,0,7,7,7,7,869046
"Knoxville, TN",2020-04-10,0,0,0,0,7,7,7,7,869046
"Knoxville, TN",2020-04-11,0,0,0,0,7,7,7,7,869046
"Knoxville, TN",2020-04-12,0,0,0,0,7,7,7,7,869046
"Knoxville, TN",2020-04-13,1,1,1,1,8,8,8,8,869046
"Knoxville, TN",2020-04-14,0,0,0,0,8,8,8,8,869046
"Knoxville, TN",2020-04-15,0,0,0,0,8,8,8,8,869046
"Knoxville, TN",2020-04-16,1,1,1,1,9,9,9,9,869046
"Knoxville, TN",2020-04-17,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-18,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-19,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-20,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-21,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-22,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-23,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-24,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-25,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-26,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-27,0,0,0,0,9,9,9,9,869046
"Knoxville, TN",2020-04-28,1,1,1,1,10,10,10,10,869046
"Knoxville, TN",2020-04-29,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-04-30,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-01,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-02,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-03,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-04,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-05,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-06,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-07,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-08,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-09,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-10,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-11,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-12,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-13,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-14,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-15,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-16,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-17,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-18,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-19,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-20,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-21,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-22,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-23,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-24,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-25,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-26,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-27,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-28,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-29,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-30,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-05-31,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-06-01,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-06-02,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-06-03,0,0,0,0,10,10,10,10,869046
"Knoxville, TN",2020-06-04,1,1,1,1,11,11,11,11,869046
"Knoxville, TN",2020-06-05,0,0,0,0,11,11,11,11,869046
"Knoxville, TN",2020-06-06,0,0,0,0,11,11,11,11,869046
"Knoxville, TN",2020-06-07,NA,0,0,1,NA,11,11,12,869046
"Knoxville, TN",2020-06-08,NA,0,0,0.5,NA,11,11,12.2,869046
"Knoxville, TN",2020-06-09,NA,0,0,1,NA,11,11,13.1,869046
"Knoxville, TN",2020-06-10,NA,0,0,0.6,NA,11.1,11,13.2,869046
"Knoxville, TN",2020-06-11,NA,0,0,0.7,NA,11.4,11,13.6,869046
"Knoxville, TN",2020-06-12,NA,0,0,0.7,NA,11.4,11,13.8,869046
"Knoxville, TN",2020-06-13,NA,0,0,0.7,NA,11.4,11,14.6,869046
"Knoxville, TN",2020-06-14,NA,0,0,0.7,NA,11.5,11,14.9,869046
"Knoxville, TN",2020-06-15,NA,0,0,0.7,NA,11.6,11,15.1,869046
"Knoxville, TN",2020-06-16,NA,0,0,1.2,NA,11.7,11,15.6,869046
"Knoxville, TN",2020-06-17,NA,0,0,0.9,NA,11.9,11,16,869046
"Knoxville, TN",2020-06-18,NA,0,0,0.9,NA,11.9,11,17.1,869046
"Knoxville, TN",2020-06-19,NA,0,0,1.1,NA,12.1,11,17.4,869046
"Knoxville, TN",2020-06-20,NA,0,0,1.1,NA,12.2,11,18.1,869046
"Knoxville, TN",2020-06-21,NA,0,0,1.1,NA,12.4,11,18.7,869046
"Knoxville, TN",2020-06-22,NA,0,0,1.3,NA,12.5,11,19.6,869046
"Knoxville, TN",2020-06-23,NA,0,0,1.4,NA,12.7,11,20.9,869046
"Knoxville, TN",2020-06-24,NA,0,0,1.5,NA,12.9,11.1,21.8,869046
"Knoxville, TN",2020-06-25,NA,0.1,0,1.9,NA,13.1,11.1,23.1,869046
"Knoxville, TN",2020-06-26,NA,0.1,0,2.1,NA,13.4,11.1,24.4,869046
"Knoxville, TN",2020-06-27,NA,0.1,0,2.4,NA,13.6,11.3,26.4,869046
"Knoxville, TN",2020-06-28,NA,0.1,0,2.9,NA,13.9,11.3,28.4,869046
"Lakeland-Winter Haven, FL",2020-03-31,1,1,1,1,1,1,1,1,724777
"Lakeland-Winter Haven, FL",2020-04-01,0,0,0,0,1,1,1,1,724777
"Lakeland-Winter Haven, FL",2020-04-02,1,1,1,1,2,2,2,2,724777
"Lakeland-Winter Haven, FL",2020-04-03,0,0,0,0,2,2,2,2,724777
"Lakeland-Winter Haven, FL",2020-04-04,2,2,2,2,4,4,4,4,724777
"Lakeland-Winter Haven, FL",2020-04-05,0,0,0,0,4,4,4,4,724777
"Lakeland-Winter Haven, FL",2020-04-06,0,0,0,0,4,4,4,4,724777
"Lakeland-Winter Haven, FL",2020-04-07,1,1,1,1,5,5,5,5,724777
"Lakeland-Winter Haven, FL",2020-04-08,0,0,0,0,5,5,5,5,724777
"Lakeland-Winter Haven, FL",2020-04-09,1,1,1,1,6,6,6,6,724777
"Lakeland-Winter Haven, FL",2020-04-10,2,2,2,2,8,8,8,8,724777
"Lakeland-Winter Haven, FL",2020-04-11,0,0,0,0,8,8,8,8,724777
"Lakeland-Winter Haven, FL",2020-04-12,0,0,0,0,8,8,8,8,724777
"Lakeland-Winter Haven, FL",2020-04-13,1,1,1,1,9,9,9,9,724777
"Lakeland-Winter Haven, FL",2020-04-14,1,1,1,1,10,10,10,10,724777
"Lakeland-Winter Haven, FL",2020-04-15,0,0,0,0,10,10,10,10,724777
"Lakeland-Winter Haven, FL",2020-04-16,1,1,1,1,11,11,11,11,724777
"Lakeland-Winter Haven, FL",2020-04-17,1,1,1,1,12,12,12,12,724777
"Lakeland-Winter Haven, FL",2020-04-18,0,0,0,0,12,12,12,12,724777
"Lakeland-Winter Haven, FL",2020-04-19,0,0,0,0,12,12,12,12,724777
"Lakeland-Winter Haven, FL",2020-04-20,2,2,2,2,14,14,14,14,724777
"Lakeland-Winter Haven, FL",2020-04-21,1,1,1,1,15,15,15,15,724777
"Lakeland-Winter Haven, FL",2020-04-22,0,0,0,0,15,15,15,15,724777
"Lakeland-Winter Haven, FL",2020-04-23,2,2,2,2,17,17,17,17,724777
"Lakeland-Winter Haven, FL",2020-04-24,1,1,1,1,18,18,18,18,724777
"Lakeland-Winter Haven, FL",2020-04-25,0,0,0,0,18,18,18,18,724777
"Lakeland-Winter Haven, FL",2020-04-26,0,0,0,0,18,18,18,18,724777
"Lakeland-Winter Haven, FL",2020-04-27,0,0,0,0,18,18,18,18,724777
"Lakeland-Winter Haven, FL",2020-04-28,2,2,2,2,20,20,20,20,724777
"Lakeland-Winter Haven, FL",2020-04-29,2,2,2,2,22,22,22,22,724777
"Lakeland-Winter Haven, FL",2020-04-30,1,1,1,1,23,23,23,23,724777
"Lakeland-Winter Haven, FL",2020-05-01,1,1,1,1,24,24,24,24,724777
"Lakeland-Winter Haven, FL",2020-05-02,2,2,2,2,26,26,26,26,724777
"Lakeland-Winter Haven, FL",2020-05-03,0,0,0,0,26,26,26,26,724777
