msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population
"Akron, OH",2020-03-27,1,1,1,1,1,1,1,1,703479
"Akron, OH",2020-03-28,3,3,3,3,4,4,4,4,703479
"Akron, OH",2020-03-29,1,1,1,1,5,5,5,5,703479
"Akron, OH",2020-03-30,1,1,1,1,6,6,6,6,703479
"Akron, OH",2020-03-31,0,0,0,0,6,6,6,6,703479
"Akron, OH",2020-04-01,2,2,2,2,8,8,8,8,703479
"Akron, OH",2020-04-02,1,1,1,1,9,9,9,9,703479
"Akron, OH",2020-04-03,1,1,1,1,10,10,10,10,703479
"Akron, OH",2020-04-04,0,0,0,0,10,10,10,10,703479
"Akron, OH",2020-04-05,3,3,3,3,13,13,13,13,703479
"Akron, OH",2020-04-06,2,2,2,2,15,15,15,15,703479
"Akron, OH",2020-04-07,4,4,4,4,19,19,19,19,703479
"Akron, OH",2020-04-08,1,1,1,1,20,20,20,20,703479
"Akron, OH",2020-04-09,6,6,6,6,26,26,26,26,703479
"Akron, OH",2020-04-10,0,0,0,0,26,26,26,26,703479
"Akron, OH",2020-04-11,2,2,2,2,28,28,28,28,703479
"Akron, OH",2020-04-12,1,1,1,1,29,29,29,29,703479
"Akron, OH",2020-04-13,3,3,3,3,32,32,32,32,703479
"Akron, OH",2020-04-14,3,3,3,3,35,35,35,35,703479
"Akron, OH",2020-04-15,2,2,2,2,37,37,37,37,703479
"Akron, OH",2020-04-16,3,3,3,3,40,40,40,40,703479
"Akron, OH",2020-04-17,1,1,1,1,41,41,41,41,703479
"Akron, OH",2020-04-18,3,3,3,3,44,44,44,44,703479
"Akron, OH",2020-04-19,1,1,1,1,45,45,45,45,703479
"Akron, OH",2020-04-20,3,3,3,3,48,48,48,48,703479
"Akron, OH",2020-04-21,10,10,10,10,58,58,58,58,703479
"Akron, OH",2020-04-22,3,3,3,3,61,61,61,61,703479
"Akron, OH",2020-04-23,2,2,2,2,63,63,63,63,703479
"Akron, OH",2020-04-24,3,3,3,3,66,66,66,66,703479
"Akron, OH",2020-04-25,0,0,0,0,66,66,66,66,703479
"Akron, OH",2020-04-26,3,3,3,3,69,69,69,69,703479
"Akron, OH",2020-04-27,3,3,3,3,72,72,72,72,703479
"Akron, OH",2020-04-28,6,6,6,6,78,78,78,78,703479
"Akron, OH",2020-04-29,10,10,10,10,88,88,88,88,703479
"Akron, OH",2020-04-30,1,1,1,1,89,89,89,89,703479
"Akron, OH",2020-05-01,1,1,1,1,90,90,90,90,703479
"Akron, OH",2020-05-02,8,8,8,8,98,98,98,98,703479
"Akron, OH",2020-05-03,1,1,1,1,99,99,99,99,703479
"Akron, OH",2020-05-04,1,1,1,1,100,100,100,100,703479
"Akron, OH",2020-05-05,9,9,9,9,109,109,109,109,703479
"Akron, OH",2020-05-06,7,7,7,7,116,116,116,116,703479
"Akron, OH",2020-05-07,3,3,3,3,119,119,119,119,703479
"Akron, OH",2020-05-08,1,1,1,1,120,120,120,120,703479
"Akron, OH",2020-05-09,4,4,4,4,124,124,124,124,703479
"Akron, OH",2020-05-10,0,0,0,0,124,124,124,124,703479
"Akron, OH",2020-05-11,0,0,0,0,124,124,124,124,703479
"Akron, OH",2020-05-12,10,10,10,10,134,134,134,134,703479
"Akron, OH",2020-05-13,4,4,4,4,138,138,138,138,703479
"Akron, OH",2020-05-14,14,14,14,14,152,152,152,152,703479
"Akron, OH",2020-05-15,3,3,3,3,155,155,155,155,703479
"Akron, OH",2020-05-16,6,6,6,6,161,161,161,161,703479
"Akron, OH",2020-05-17,0,0,0,0,161,161,161,161,703479
"Akron, OH",2020-05-18,4,4,4,4,165,165,165,165,703479
"Akron, OH",2020-05-19,1,1,1,1,166,166,166,166,703479
"Akron, OH",2020-05-20,20,20,20,20,186,186,186,186,703479
"Akron, OH",2020-05-21,8,8,8,8,194,194,194,194,703479
"Akron, OH",2020-05-22,9,9,9,9,203,203,203,203,703479
"Akron, OH",2020-05-23,14,14,14,14,217,217,217,217,703479
"Akron, OH",2020-05-24,0,0,0,0,217,217,217,217,703479
"Akron, OH",2020-05-25,0,0,0,0,217,217,217,217,703479
"Akron, OH",2020-05-27,1,1,1,1,217,217,217,217,703479
"Akron, OH",2020-05-28,12,12,12,12,229,229,229,229,703479
"Akron, OH",2020-05-29,0,0,0,0,229,229,229,229,703479
"Akron, OH",2020-05-30,0,0,0,0,229,229,229,229,703479
"Akron, OH",2020-05-31,1,1,1,1,230,230,230,230,703479
"Akron, OH",2020-06-01,3,3,3,3,233,233,233,233,703479
"Akron, OH",2020-06-02,4,4,4,4,237,237,237,237,703479
"Akron, OH",2020-06-03,1,1,1,1,238,238,238,238,703479
"Akron, OH",2020-06-04,0,0,0,0,238,238,238,238,703479
"Akron, OH",2020-06-05,0,0,0,0,238,238,238,238,703479
"Akron, OH",2020-06-06,2,2,2,2,240,240,240,240,703479
"Akron, OH",2020-06-07,NA,2.6,0,11.4,NA,243.6,241,252.4,703479
"Akron, OH",2020-06-08,NA,2.6,0,11.9,NA,246.8,241.4,260.1,703479
"Akron, OH",2020-06-09,NA,2.6,0,11.9,NA,250.1,242.9,265.5,703479
"Akron, OH",2020-06-10,NA,2.6,0,11.6,NA,252.9,244.3,271.1,703479
"Akron, OH",2020-06-11,NA,2.6,0,11.7,NA,256.2,245.4,276.8,703479
"Akron, OH",2020-06-12,NA,2.6,0,11.5,NA,259.4,247,281.9,703479
"Akron, OH",2020-06-13,NA,2.6,0,12.8,NA,262.2,248.6,287.6,703479
"Akron, OH",2020-06-14,NA,2.1,0,11.9,NA,265.5,250.7,293.7,703479
"Akron, OH",2020-06-15,NA,2.1,0,12.8,NA,268.6,252.2,299,703479
"Akron, OH",2020-06-16,NA,2.1,0,12.2,NA,271.5,253.8,304.2,703479
"Akron, OH",2020-06-17,NA,2,0,11.2,NA,274.2,254.8,310.4,703479
"Akron, OH",2020-06-18,NA,2,0,12.1,NA,277.5,256.8,315.7,703479
"Akron, OH",2020-06-19,NA,1.9,0,12,NA,280.1,257.7,322.1,703479
"Akron, OH",2020-06-20,NA,1.9,0,10.8,NA,282.7,259.1,325.9,703479
"Akron, OH",2020-06-21,NA,1.9,0,11.1,NA,284.8,261,331.9,703479
"Akron, OH",2020-06-22,NA,1.8,0,11.1,NA,287.3,261.9,337.6,703479
"Akron, OH",2020-06-23,NA,1.7,0,10.8,NA,289.8,262.7,342.5,703479
"Akron, OH",2020-06-24,NA,1.7,0,10.2,NA,292.2,264,347.9,703479
"Akron, OH",2020-06-25,NA,1.7,0,10.2,NA,294.5,265.3,353.4,703479
"Akron, OH",2020-06-26,NA,1.6,0,10.1,NA,296.3,266.5,358.4,703479
"Akron, OH",2020-06-27,NA,1,0,9.4,NA,298.1,267.7,363.7,703479
"Akron, OH",2020-06-28,NA,1,0,9.4,NA,300.3,268.5,368.9,703479
"Albany-Schenectady-Troy, NY",2020-03-25,1,1,1,1,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-26,0,0,0,0,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-27,0,0,0,0,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-28,0,0,0,0,1,1,1,1,880381
"Albany-Schenectady-Troy, NY",2020-03-29,1,1,1,1,2,2,2,2,880381
"Albany-Schenectady-Troy, NY",2020-03-30,1,1,1,1,3,3,3,3,880381
"Albany-Schenectady-Troy, NY",2020-03-31,0,0,0,0,3,3,3,3,880381
"Albany-Schenectady-Troy, NY",2020-04-01,0,0,0,0,3,3,3,3,880381
"Albany-Schenectady-Troy, NY",2020-04-02,1,1,1,1,4,4,4,4,880381
"Albany-Schenectady-Troy, NY",2020-04-03,4,4,4,4,8,8,8,8,880381
"Albany-Schenectady-Troy, NY",2020-04-04,4,4,4,4,12,12,12,12,880381
"Albany-Schenectady-Troy, NY",2020-04-05,5,5,5,5,17,17,17,17,880381
"Albany-Schenectady-Troy, NY",2020-04-06,4,4,4,4,21,21,21,21,880381
"Albany-Schenectady-Troy, NY",2020-04-07,1,1,1,1,22,22,22,22,880381
"Albany-Schenectady-Troy, NY",2020-04-08,1,1,1,1,23,23,23,23,880381
"Albany-Schenectady-Troy, NY",2020-04-09,4,4,4,4,27,27,27,27,880381
"Albany-Schenectady-Troy, NY",2020-04-10,0,0,0,0,27,27,27,27,880381
"Albany-Schenectady-Troy, NY",2020-04-11,1,1,1,1,28,28,28,28,880381
"Albany-Schenectady-Troy, NY",2020-04-12,0,0,0,0,28,28,28,28,880381
"Albany-Schenectady-Troy, NY",2020-04-13,4,4,4,4,32,32,32,32,880381
"Albany-Schenectady-Troy, NY",2020-04-14,2,2,2,2,34,34,34,34,880381
"Albany-Schenectady-Troy, NY",2020-04-15,4,4,4,4,38,38,38,38,880381
"Albany-Schenectady-Troy, NY",2020-04-16,0,0,0,0,38,38,38,38,880381
"Albany-Schenectady-Troy, NY",2020-04-17,0,0,0,0,38,38,38,38,880381
"Albany-Schenectady-Troy, NY",2020-04-18,9,9,9,9,47,47,47,47,880381
"Albany-Schenectady-Troy, NY",2020-04-19,0,0,0,0,47,47,47,47,880381
"Albany-Schenectady-Troy, NY",2020-04-20,2,2,2,2,49,49,49,49,880381
"Albany-Schenectady-Troy, NY",2020-04-21,1,1,1,1,50,50,50,50,880381
"Albany-Schenectady-Troy, NY",2020-04-22,3,3,3,3,53,53,53,53,880381
"Albany-Schenectady-Troy, NY",2020-04-23,9,9,9,9,62,62,62,62,880381
"Albany-Schenectady-Troy, NY",2020-04-24,6,6,6,6,68,68,68,68,880381
"Albany-Schenectady-Troy, NY",2020-04-25,0,0,0,0,68,68,68,68,880381
"Albany-Schenectady-Troy, NY",2020-04-26,1,1,1,1,69,69,69,69,880381
"Albany-Schenectady-Troy, NY",2020-04-27,11,11,11,11,80,80,80,80,880381
"Albany-Schenectady-Troy, NY",2020-04-28,0,0,0,0,80,80,80,80,880381
"Albany-Schenectady-Troy, NY",2020-04-29,0,0,0,0,80,80,80,80,880381
"Albany-Schenectady-Troy, NY",2020-04-30,5,5,5,5,85,85,85,85,880381
"Albany-Schenectady-Troy, NY",2020-05-01,8,8,8,8,93,93,93,93,880381
"Albany-Schenectady-Troy, NY",2020-05-02,0,0,0,0,93,93,93,93,880381
"Albany-Schenectady-Troy, NY",2020-05-03,5,5,5,5,98,98,98,98,880381
"Albany-Schenectady-Troy, NY",2020-05-04,13,13,13,13,111,111,111,111,880381
"Albany-Schenectady-Troy, NY",2020-05-05,0,0,0,0,111,111,111,111,880381
"Albany-Schenectady-Troy, NY",2020-05-06,4,4,4,4,115,115,115,115,880381
"Albany-Schenectady-Troy, NY",2020-05-07,0,0,0,0,115,115,115,115,880381
"Albany-Schenectady-Troy, NY",2020-05-08,0,0,0,0,115,115,115,115,880381
"Albany-Schenectady-Troy, NY",2020-05-09,6,6,6,6,121,121,121,121,880381
"Albany-Schenectady-Troy, NY",2020-05-10,0,0,0,0,121,121,121,121,880381
"Albany-Schenectady-Troy, NY",2020-05-11,0,0,0,0,121,121,121,121,880381
"Albany-Schenectady-Troy, NY",2020-05-12,2,2,2,2,123,123,123,123,880381
"Albany-Schenectady-Troy, NY",2020-05-13,1,1,1,1,124,124,124,124,880381
"Albany-Schenectady-Troy, NY",2020-05-14,4,4,4,4,128,128,128,128,880381
"Albany-Schenectady-Troy, NY",2020-05-15,1,1,1,1,129,129,129,129,880381
"Albany-Schenectady-Troy, NY",2020-05-16,1,1,1,1,130,130,130,130,880381
"Albany-Schenectady-Troy, NY",2020-05-17,0,0,0,0,130,130,130,130,880381
"Albany-Schenectady-Troy, NY",2020-05-18,0,0,0,0,130,130,130,130,880381
"Albany-Schenectady-Troy, NY",2020-05-19,3,3,3,3,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-20,0,0,0,0,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-21,0,0,0,0,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-22,0,0,0,0,133,133,133,133,880381
"Albany-Schenectady-Troy, NY",2020-05-23,11,11,11,11,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-24,0,0,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-25,0,0,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-26,0,0,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-27,0,0,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-28,0,0,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-29,0,0,0,0,144,144,144,144,880381
"Albany-Schenectady-Troy, NY",2020-05-30,3,3,3,3,147,147,147,147,880381
"Albany-Schenectady-Troy, NY",2020-05-31,0,0,0,0,147,147,147,147,880381
"Albany-Schenectady-Troy, NY",2020-06-01,36,36,36,36,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-02,0,0,0,0,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-03,0,0,0,0,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-04,0,0,0,0,183,183,183,183,880381
"Albany-Schenectady-Troy, NY",2020-06-05,1,1,1,1,184,184,184,184,880381
"Albany-Schenectady-Troy, NY",2020-06-06,0,0,0,0,184,184,184,184,880381
"Albany-Schenectady-Troy, NY",2020-06-07,NA,1.1,0,7.9,NA,185.1,184,191.9,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-08,NA,1.1,0,8.6,NA,186.6,184.4,197,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-09,NA,1.1,0,8.6,NA,188.5,185,200.9,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-10,NA,1.1,0,8.5,NA,190.3,185.7,204.6,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-11,NA,1.1,0,8.6,NA,192.1,186.2,209,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-12,NA,1.1,0,7.7,NA,194,186.9,212.2,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-13,NA,1.1,0,7.8,NA,195.4,187.6,216,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-14,NA,1.1,0,7.9,NA,197.2,188.2,220,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-15,NA,1.1,0,7.6,NA,199.1,188.8,223.4,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-16,NA,1.1,0,8.3,NA,200.9,189.4,227.2,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-17,NA,1.1,0,7.6,NA,202.3,190.3,230.5,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-18,NA,1.1,0,7.8,NA,203.9,190.6,234.2,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-19,NA,1.1,0,8.3,NA,205.2,191.7,238.4,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-20,NA,1.1,0,7.6,NA,207,192.2,242.9,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-21,NA,1,0,7.5,NA,208.3,192.7,246.3,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-22,NA,0.9,0,7.7,NA,209.9,193.1,250.8,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-23,NA,0.9,0,7.3,NA,211.1,193.5,254.4,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-24,NA,0.9,0,7,NA,212.7,194.3,259.3,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-25,NA,0.8,0,7.1,NA,213.7,194.7,262.4,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-26,NA,0.8,0,7,NA,215.2,194.9,265.9,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-27,NA,0.8,0,7.2,NA,216.1,195.2,270.2,880380.9999999999
"Albany-Schenectady-Troy, NY",2020-06-28,NA,0.8,0,6.7,NA,217.6,195.5,273.9,880380.9999999999
"Albuquerque, NM",2020-03-29,1,1,1,1,1,1,1,1,918018
"Albuquerque, NM",2020-03-30,0,0,0,0,1,1,1,1,918018
"Albuquerque, NM",2020-03-31,2,2,2,2,3,3,3,3,918018
"Albuquerque, NM",2020-04-01,1,1,1,1,4,4,4,4,918018
"Albuquerque, NM",2020-04-02,1,1,1,1,5,5,5,5,918018
"Albuquerque, NM",2020-04-03,4,4,4,4,9,9,9,9,918018
"Albuquerque, NM",2020-04-04,0,0,0,0,9,9,9,9,918018
"Albuquerque, NM",2020-04-05,0,0,0,0,9,9,9,9,918018
"Albuquerque, NM",2020-04-06,0,0,0,0,9,9,9,9,918018
"Albuquerque, NM",2020-04-07,1,1,1,1,10,10,10,10,918018
"Albuquerque, NM",2020-04-08,0,0,0,0,10,10,10,10,918018
"Albuquerque, NM",2020-04-09,3,3,3,3,13,13,13,13,918018
"Albuquerque, NM",2020-04-10,1,1,1,1,14,14,14,14,918018
"Albuquerque, NM",2020-04-11,2,2,2,2,16,16,16,16,918018
"Albuquerque, NM",2020-04-12,3,3,3,3,19,19,19,19,918018
"Albuquerque, NM",2020-04-13,0,0,0,0,19,19,19,19,918018
"Albuquerque, NM",2020-04-14,0,0,0,0,19,19,19,19,918018
"Albuquerque, NM",2020-04-15,2,2,2,2,21,21,21,21,918018
"Albuquerque, NM",2020-04-16,0,0,0,0,21,21,21,21,918018
"Albuquerque, NM",2020-04-17,2,2,2,2,23,23,23,23,918018
"Albuquerque, NM",2020-04-18,6,6,6,6,29,29,29,29,918018
"Albuquerque, NM",2020-04-19,1,1,1,1,30,30,30,30,918018
"Albuquerque, NM",2020-04-20,0,0,0,0,30,30,30,30,918018
"Albuquerque, NM",2020-04-21,0,0,0,0,30,30,30,30,918018
"Albuquerque, NM",2020-04-22,5,5,5,5,35,35,35,35,918018
"Albuquerque, NM",2020-04-23,4,4,4,4,39,39,39,39,918018
"Albuquerque, NM",2020-04-24,2,2,2,2,41,41,41,41,918018
"Albuquerque, NM",2020-04-25,2,2,2,2,43,43,43,43,918018
"Albuquerque, NM",2020-04-26,1,1,1,1,44,44,44,44,918018
"Albuquerque, NM",2020-04-27,0,0,0,0,44,44,44,44,918018
"Albuquerque, NM",2020-04-28,2,2,2,2,46,46,46,46,918018
"Albuquerque, NM",2020-04-29,2,2,2,2,48,48,48,48,918018
"Albuquerque, NM",2020-04-30,0,0,0,0,48,48,48,48,918018
"Albuquerque, NM",2020-05-01,3,3,3,3,51,51,51,51,918018
"Albuquerque, NM",2020-05-02,4,4,4,4,55,55,55,55,918018
"Albuquerque, NM",2020-05-03,5,5,5,5,60,60,60,60,918018
"Albuquerque, NM",2020-05-04,0,0,0,0,60,60,60,60,918018
"Albuquerque, NM",2020-05-05,3,3,3,3,63,63,63,63,918018
"Albuquerque, NM",2020-05-06,2,2,2,2,65,65,65,65,918018
"Albuquerque, NM",2020-05-07,1,1,1,1,66,66,66,66,918018
"Albuquerque, NM",2020-05-08,1,1,1,1,67,67,67,67,918018
"Albuquerque, NM",2020-05-09,1,1,1,1,68,68,68,68,918018
"Albuquerque, NM",2020-05-10,1,1,1,1,69,69,69,69,918018
"Albuquerque, NM",2020-05-11,2,2,2,2,71,71,71,71,918018
"Albuquerque, NM",2020-05-12,2,2,2,2,73,73,73,73,918018
"Albuquerque, NM",2020-05-13,4,4,4,4,77,77,77,77,918018
"Albuquerque, NM",2020-05-14,1,1,1,1,78,78,78,78,918018
"Albuquerque, NM",2020-05-15,2,2,2,2,80,80,80,80,918018
"Albuquerque, NM",2020-05-16,1,1,1,1,81,81,81,81,918018
"Albuquerque, NM",2020-05-17,2,2,2,2,83,83,83,83,918018
"Albuquerque, NM",2020-05-18,2,2,2,2,85,85,85,85,918018
"Albuquerque, NM",2020-05-19,0,0,0,0,85,85,85,85,918018
"Albuquerque, NM",2020-05-20,0,0,0,0,85,85,85,85,918018
"Albuquerque, NM",2020-05-21,4,4,4,4,89,89,89,89,918018
"Albuquerque, NM",2020-05-22,3,3,3,3,92,92,92,92,918018
"Albuquerque, NM",2020-05-23,0,0,0,0,92,92,92,92,918018
"Albuquerque, NM",2020-05-24,4,4,4,4,96,96,96,96,918018
"Albuquerque, NM",2020-05-25,0,0,0,0,96,96,96,96,918018
"Albuquerque, NM",2020-05-26,0,0,0,0,96,96,96,96,918018
"Albuquerque, NM",2020-05-27,1,1,1,1,97,97,97,97,918018
"Albuquerque, NM",2020-05-28,1,1,1,1,98,98,98,98,918018
"Albuquerque, NM",2020-05-29,3,3,3,3,101,101,101,101,918018
"Albuquerque, NM",2020-05-30,0,0,0,0,101,101,101,101,918018
"Albuquerque, NM",2020-05-31,0,0,0,0,101,101,101,101,918018
"Albuquerque, NM",2020-06-01,0,0,0,0,101,101,101,101,918018
"Albuquerque, NM",2020-06-02,1,1,1,1,102,102,102,102,918018
"Albuquerque, NM",2020-06-03,0,0,0,0,102,102,102,102,918018
"Albuquerque, NM",2020-06-04,1,1,1,1,103,103,103,103,918018
"Albuquerque, NM",2020-06-05,1,1,1,1,104,104,104,104,918018
"Albuquerque, NM",2020-06-06,0,0,0,0,104,104,104,104,918018
"Albuquerque, NM",2020-06-07,NA,0.9,0,4.9,NA,104.9,104,108.9,918018
"Albuquerque, NM",2020-06-08,NA,0.9,0,4.9,NA,105.8,104,111,918018
"Albuquerque, NM",2020-06-09,NA,0.4,0,4.8,NA,106.7,104,113.4,918018
"Albuquerque, NM",2020-06-10,NA,0.9,0,4.4,NA,107.7,104.1,115.4,918018
"Albuquerque, NM",2020-06-11,NA,0.9,0,4.8,NA,108.6,104.4,117.5,918018
"Albuquerque, NM",2020-06-12,NA,0.6,0,4.9,NA,110.1,105,119.9,918018
"Albuquerque, NM",2020-06-13,NA,0.4,0,4.3,NA,111,105.6,121.9,918018
"Albuquerque, NM",2020-06-14,NA,0.9,0,4.3,NA,111.9,105.8,123.4,918018
"Albuquerque, NM",2020-06-15,NA,0.9,0,4.4,NA,112.9,106.4,125.2,918018
"Albuquerque, NM",2020-06-16,NA,0.4,0,4.9,NA,113.7,106.6,126.7,918018
"Albuquerque, NM",2020-06-17,NA,0.4,0,4.4,NA,114.6,106.7,128.7,918018
"Albuquerque, NM",2020-06-18,NA,0.4,0,4.9,NA,115.6,107.4,130.3,918018
"Albuquerque, NM",2020-06-19,NA,0.4,0,4.6,NA,116.5,107.6,132.6,918018
"Albuquerque, NM",2020-06-20,NA,0.4,0,4.7,NA,117.4,108.2,134.7,918018
"Albuquerque, NM",2020-06-21,NA,0.4,0,4.2,NA,118.4,108.4,136.6,918018
"Albuquerque, NM",2020-06-22,NA,0.4,0,4.7,NA,119.3,109.1,138,918018
"Albuquerque, NM",2020-06-23,NA,0.4,0,4.8,NA,120.2,109.6,140.3,918018
"Albuquerque, NM",2020-06-24,NA,0.4,0,4.8,NA,121.1,109.8,142.2,918018
"Albuquerque, NM",2020-06-25,NA,0.4,0,4.9,NA,121.6,110.4,144.3,918018
"Albuquerque, NM",2020-06-26,NA,0.4,0,4.5,NA,122.5,110.6,146.1,918018
"Albuquerque, NM",2020-06-27,NA,0.4,0,4.4,NA,123.4,111.2,148.9,918018
"Albuquerque, NM",2020-06-28,NA,0.4,0,4.5,NA,124.3,111.3,150.9,918018
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-18,1,1,1,1,1,1,1,1,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-19,0,0,0,0,1,1,1,1,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-20,0,0,0,0,1,1,1,1,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-21,0,0,0,0,1,1,1,1,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-22,1,1,1,1,2,2,2,2,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-23,1,1,1,1,3,3,3,3,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-24,0,0,0,0,3,3,3,3,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-25,1,1,1,1,4,4,4,4,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-26,0,0,0,0,4,4,4,4,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-27,1,1,1,1,5,5,5,5,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-28,2,2,2,2,7,7,7,7,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-29,1,1,1,1,8,8,8,8,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-30,1,1,1,1,9,9,9,9,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-03-31,1,1,1,1,10,10,10,10,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-01,4,4,4,4,14,14,14,14,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-02,4,4,4,4,18,18,18,18,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-03,1,1,1,1,19,19,19,19,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-04,6,6,6,6,25,25,25,25,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-05,1,1,1,1,26,26,26,26,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-06,2,2,2,2,28,28,28,28,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-07,4,4,4,4,32,32,32,32,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-08,7,7,7,7,39,39,39,39,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-09,5,5,5,5,44,44,44,44,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-10,11,11,11,11,55,55,55,55,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-11,5,5,5,5,60,60,60,60,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-12,6,6,6,6,66,66,66,66,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-13,3,3,3,3,69,69,69,69,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-14,7,7,7,7,76,76,76,76,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-15,10,10,10,10,86,86,86,86,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-16,6,6,6,6,92,92,92,92,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-17,7,7,7,7,99,99,99,99,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-18,6,6,6,6,105,105,105,105,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-19,15,15,15,15,120,120,120,120,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-20,5,5,5,5,125,125,125,125,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-21,25,25,25,25,150,150,150,150,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-22,9,9,9,9,159,159,159,159,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-23,6,6,6,6,165,165,165,165,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-24,3,3,3,3,168,168,168,168,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-25,6,6,6,6,174,174,174,174,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-26,3,3,3,3,177,177,177,177,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-27,7,7,7,7,184,184,184,184,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-28,19,19,19,19,203,203,203,203,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-29,49,49,49,49,252,252,252,252,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-04-30,13,13,13,13,265,265,265,265,844052
"Allentown-Bethlehem-Easton, PA-NJ",2020-05-01,7,7,7,7,272,272,272,272,844052
