state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population
District of Columbia,2020-04-12,3,NA,NA,NA,50,NA,NA,NA,705749
District of Columbia,2020-04-13,2,NA,NA,NA,52,NA,NA,NA,705749
District of Columbia,2020-04-14,NA,4,0,11,NA,58,54,65,705749
District of Columbia,2020-04-15,NA,4,0,11,NA,62,56,73,705749
District of Columbia,2020-04-16,NA,3,0,11,NA,66,58,82,705749
District of Columbia,2020-04-17,NA,3,0,11,NA,69,60,90,705749
District of Columbia,2020-04-18,NA,3,0,11,NA,73,61,98,705749
District of Columbia,2020-04-19,NA,3,0,11,NA,76,62,107,705749
District of Columbia,2020-04-20,NA,2,0,11,NA,78,63,115,705749
District of Columbia,2020-04-21,NA,2,0,11,NA,81,64,124,705749
District of Columbia,2020-04-22,NA,2,0,10,NA,83,64,132,705749
District of Columbia,2020-04-23,NA,1,0,10,NA,84,65,140,705749
District of Columbia,2020-04-24,NA,1,0,9,NA,85.5,65,148,705749
District of Columbia,2020-04-25,NA,1,0,9,NA,87,65,156,705749
District of Columbia,2020-04-26,NA,1,0,8,NA,87,65,163,705749
District of Columbia,2020-04-27,NA,0,0,8,NA,88,65,170,705749
District of Columbia,2020-04-28,NA,0,0,7,NA,88,65,176,705749
District of Columbia,2020-04-29,NA,0,0,6,NA,89,65,181,705749
District of Columbia,2020-04-30,NA,0,0,5,NA,89,65,186,705749
District of Columbia,2020-05-01,NA,0,0,4,NA,89,65,191,705749
District of Columbia,2020-05-02,NA,0,0,4,NA,89,65,194,705749
District of Columbia,2020-05-03,NA,0,0,3,NA,89,65,198,705749
District of Columbia,2020-05-04,NA,0,0,3,NA,89,65,200,705749
Florida,2020-03-18,1,NA,NA,NA,7,NA,NA,NA,21477737
Florida,2020-03-19,1,NA,NA,NA,8,NA,NA,NA,21477737
Florida,2020-03-20,1,NA,NA,NA,9,NA,NA,NA,21477737
Florida,2020-03-21,2,NA,NA,NA,11,NA,NA,NA,21477737
Florida,2020-03-22,2,NA,NA,NA,13,NA,NA,NA,21477737
Florida,2020-03-23,5,NA,NA,NA,18,NA,NA,NA,21477737
Florida,2020-03-24,2,NA,NA,NA,20,NA,NA,NA,21477737
Florida,2020-03-25,3,NA,NA,NA,23,NA,NA,NA,21477737
Florida,2020-03-26,6,NA,NA,NA,29,NA,NA,NA,21477737
Florida,2020-03-27,17,NA,NA,NA,46,NA,NA,NA,21477737
Florida,2020-03-28,10,NA,NA,NA,56,NA,NA,NA,21477737
Florida,2020-03-29,4,NA,NA,NA,60,NA,NA,NA,21477737
Florida,2020-03-30,12,NA,NA,NA,72,NA,NA,NA,21477737
Florida,2020-03-31,13,NA,NA,NA,85,NA,NA,NA,21477737
Florida,2020-04-01,15,NA,NA,NA,100,NA,NA,NA,21477737
Florida,2020-04-02,44,NA,NA,NA,144,NA,NA,NA,21477737
Florida,2020-04-03,25,NA,NA,NA,169,NA,NA,NA,21477737
Florida,2020-04-04,25,NA,NA,NA,194,NA,NA,NA,21477737
Florida,2020-04-05,26,NA,NA,NA,220,NA,NA,NA,21477737
Florida,2020-04-06,33,NA,NA,NA,253,NA,NA,NA,21477737
Florida,2020-04-07,42,NA,NA,NA,295,NA,NA,NA,21477737
Florida,2020-04-08,27,NA,NA,NA,322,NA,NA,NA,21477737
Florida,2020-04-09,48,NA,NA,NA,370,NA,NA,NA,21477737
Florida,2020-04-10,48,NA,NA,NA,418,NA,NA,NA,21477737
Florida,2020-04-11,27,NA,NA,NA,445,NA,NA,NA,21477737
Florida,2020-04-12,15,NA,NA,NA,460,NA,NA,NA,21477737
Florida,2020-04-13,38,NA,NA,NA,498,NA,NA,NA,21477737
Florida,2020-04-14,NA,32,11,73,NA,524,503,565,21477737
Florida,2020-04-15,NA,30,10,73,NA,557,521,621,21477737
Florida,2020-04-16,NA,29,9,71,NA,588,539,674,21477737
Florida,2020-04-17,NA,27,8,71,NA,618,555,729,21477737
Florida,2020-04-18,NA,26,7,72,NA,647,569,783,21477737
Florida,2020-04-19,NA,24,6,73,NA,675,581,842,21477737
Florida,2020-04-20,NA,23,5,75,NA,701,592,900,21477737
Florida,2020-04-21,NA,22,4,75,NA,725.5,602,960.0499999999993,21477737
Florida,2020-04-22,NA,20,4,80,NA,749,610,1030,21477737
Florida,2020-04-23,NA,19,3,83,NA,770,615,1097,21477737
Florida,2020-04-24,NA,17,2,86.04999999999927,NA,791,620,1170,21477737
Florida,2020-04-25,NA,16,2,96,NA,809,624,1251,21477737
Florida,2020-04-26,NA,15,1,101,NA,826,628.95,1339.0499999999993,21477737
Florida,2020-04-27,NA,13,1,103,NA,842,631,1426,21477737
Florida,2020-04-28,NA,11,0,104,NA,855,633,1526.0999999999985,21477737
Florida,2020-04-29,NA,9,0,116,NA,867,634,1625.0499999999993,21477737
Florida,2020-04-30,NA,8,0,119,NA,878,635,1751,21477737
Florida,2020-05-01,NA,6,0,123,NA,885,636,1872,21477737
Florida,2020-05-02,NA,5,0,130,NA,893,636,2001.0499999999993,21477737
Florida,2020-05-03,NA,4,0,131.04999999999927,NA,898,637,2126.0499999999993,21477737
Florida,2020-05-04,NA,3,0,137,NA,904,637,2250.0999999999985,21477737
Georgia,2020-03-19,7,NA,NA,NA,10,NA,NA,NA,10617423
Georgia,2020-03-20,4,NA,NA,NA,14,NA,NA,NA,10617423
Georgia,2020-03-21,6,NA,NA,NA,20,NA,NA,NA,10617423
Georgia,2020-03-22,5,NA,NA,NA,25,NA,NA,NA,10617423
Georgia,2020-03-23,0,NA,NA,NA,25,NA,NA,NA,10617423
Georgia,2020-03-24,14,NA,NA,NA,39,NA,NA,NA,10617423
Georgia,2020-03-25,8,NA,NA,NA,47,NA,NA,NA,10617423
Georgia,2020-03-26,9,NA,NA,NA,56,NA,NA,NA,10617423
Georgia,2020-03-27,8,NA,NA,NA,64,NA,NA,NA,10617423
Georgia,2020-03-28,15,NA,NA,NA,79,NA,NA,NA,10617423
Georgia,2020-03-29,4,NA,NA,NA,83,NA,NA,NA,10617423
Georgia,2020-03-30,22,NA,NA,NA,105,NA,NA,NA,10617423
Georgia,2020-03-31,21,NA,NA,NA,126,NA,NA,NA,10617423
Georgia,2020-04-01,28,NA,NA,NA,154,NA,NA,NA,10617423
Georgia,2020-04-02,22,NA,NA,NA,176,NA,NA,NA,10617423
Georgia,2020-04-03,22,NA,NA,NA,198,NA,NA,NA,10617423
Georgia,2020-04-04,10,NA,NA,NA,208,NA,NA,NA,10617423
Georgia,2020-04-05,11,NA,NA,NA,219,NA,NA,NA,10617423
Georgia,2020-04-06,75,NA,NA,NA,294,NA,NA,NA,10617423
Georgia,2020-04-07,54,NA,NA,NA,348,NA,NA,NA,10617423
Georgia,2020-04-08,22,NA,NA,NA,370,NA,NA,NA,10617423
Georgia,2020-04-09,42,NA,NA,NA,412,NA,NA,NA,10617423
Georgia,2020-04-10,13,NA,NA,NA,425,NA,NA,NA,10617423
Georgia,2020-04-11,7,NA,NA,NA,432,NA,NA,NA,10617423
Georgia,2020-04-12,6,NA,NA,NA,438,NA,NA,NA,10617423
Georgia,2020-04-13,41,NA,NA,NA,479,NA,NA,NA,10617423
Georgia,2020-04-14,NA,22,7,50,NA,498,483,526,10617423
Georgia,2020-04-15,NA,21,7,49,NA,520,496,562,10617423
Georgia,2020-04-16,NA,20,6,48,NA,542,509,597,10617423
Georgia,2020-04-17,NA,19,6,46,NA,562,521,631,10617423
Georgia,2020-04-18,NA,18,5,45,NA,582,532,665,10617423
Georgia,2020-04-19,NA,17,5,48,NA,601,543,701,10617423
Georgia,2020-04-20,NA,17,4,51,NA,620,552,742,10617423
Georgia,2020-04-21,NA,16,4,53,NA,639,561,781,10617423
Georgia,2020-04-22,NA,16,3,56,NA,657,568,828,10617423
Georgia,2020-04-23,NA,16,3,62,NA,675,575,880,10617423
Georgia,2020-04-24,NA,15,2,67,NA,691,581,933,10617423
Georgia,2020-04-25,NA,14,2,76,NA,707,586,1001,10617423
Georgia,2020-04-26,NA,13,1,87,NA,722,590,1078,10617423
Georgia,2020-04-27,NA,12,1,94,NA,736,593,1168,10617423
Georgia,2020-04-28,NA,11,1,102,NA,748,596,1259,10617423
Georgia,2020-04-29,NA,10,0,110,NA,758.5,598,1362,10617423
Georgia,2020-04-30,NA,8,0,114,NA,768,600,1470,10617423
Georgia,2020-05-01,NA,7,0,116.04999999999927,NA,776,601,1589,10617423
Georgia,2020-05-02,NA,6,0,127,NA,783,602,1717,10617423
Georgia,2020-05-03,NA,5,0,129.04999999999927,NA,788,603,1840.0499999999993,10617423
Georgia,2020-05-04,NA,4,0,135.04999999999927,NA,794,603,1985.0999999999985,10617423
Hawaii,2020-03-31,1,NA,NA,NA,1,NA,NA,NA,1415872
Hawaii,2020-04-01,0,NA,NA,NA,1,NA,NA,NA,1415872
Hawaii,2020-04-02,1,NA,NA,NA,2,NA,NA,NA,1415872
Hawaii,2020-04-03,1,NA,NA,NA,3,NA,NA,NA,1415872
Hawaii,2020-04-04,0,NA,NA,NA,3,NA,NA,NA,1415872
Hawaii,2020-04-05,0,NA,NA,NA,3,NA,NA,NA,1415872
Hawaii,2020-04-06,2,NA,NA,NA,5,NA,NA,NA,1415872
Hawaii,2020-04-07,0,NA,NA,NA,5,NA,NA,NA,1415872
Hawaii,2020-04-08,0,NA,NA,NA,5,NA,NA,NA,1415872
Hawaii,2020-04-09,1,NA,NA,NA,6,NA,NA,NA,1415872
Hawaii,2020-04-10,2,NA,NA,NA,8,NA,NA,NA,1415872
Hawaii,2020-04-11,0,NA,NA,NA,8,NA,NA,NA,1415872
Hawaii,2020-04-12,1,NA,NA,NA,9,NA,NA,NA,1415872
Hawaii,2020-04-13,0,NA,NA,NA,9,NA,NA,NA,1415872
Hawaii,2020-04-14,NA,1,0,3,NA,10,9,12,1415872
Hawaii,2020-04-15,NA,1,0,3,NA,10,9,14,1415872
Hawaii,2020-04-16,NA,1,0,3,NA,11,9,16,1415872
Hawaii,2020-04-17,NA,1,0,4,NA,12,9,19,1415872
Hawaii,2020-04-18,NA,1,0,4,NA,13,10,21,1415872
Hawaii,2020-04-19,NA,1,0,4,NA,14,10,24,1415872
Hawaii,2020-04-20,NA,1,0,4,NA,15,10,27,1415872
Hawaii,2020-04-21,NA,1,0,5,NA,16,11,30,1415872
Hawaii,2020-04-22,NA,1,0,5,NA,17,11,34,1415872
Hawaii,2020-04-23,NA,1,0,5,NA,19,11,38,1415872
Hawaii,2020-04-24,NA,1,0,6,NA,20,12,42,1415872
Hawaii,2020-04-25,NA,1,0,6,NA,21,12,47,1415872
Hawaii,2020-04-26,NA,1,0,7,NA,23,12,51,1415872
Hawaii,2020-04-27,NA,1,0,7,NA,24,13,57,1415872
Hawaii,2020-04-28,NA,1,0,8,NA,26,13,64,1415872
Hawaii,2020-04-29,NA,1,0,9,NA,28,14,71,1415872
Hawaii,2020-04-30,NA,1,0,9,NA,29,14,77,1415872
Hawaii,2020-05-01,NA,1,0,10,NA,31,14,86,1415872
Hawaii,2020-05-02,NA,1,0,11,NA,33,15,94,1415872
Hawaii,2020-05-03,NA,1,0,12,NA,35,15,104,1415872
Hawaii,2020-05-04,NA,1,0,14,NA,37,16,116,1415872
Idaho,2020-03-26,3,NA,NA,NA,3,NA,NA,NA,1792065
Idaho,2020-03-27,1,NA,NA,NA,4,NA,NA,NA,1792065
Idaho,2020-03-28,1,NA,NA,NA,5,NA,NA,NA,1792065
Idaho,2020-03-29,1,NA,NA,NA,6,NA,NA,NA,1792065
Idaho,2020-03-30,1,NA,NA,NA,7,NA,NA,NA,1792065
Idaho,2020-03-31,2,NA,NA,NA,9,NA,NA,NA,1792065
Idaho,2020-04-01,0,NA,NA,NA,9,NA,NA,NA,1792065
Idaho,2020-04-02,0,NA,NA,NA,9,NA,NA,NA,1792065
Idaho,2020-04-03,1,NA,NA,NA,10,NA,NA,NA,1792065
Idaho,2020-04-04,0,NA,NA,NA,10,NA,NA,NA,1792065
Idaho,2020-04-05,0,NA,NA,NA,10,NA,NA,NA,1792065
Idaho,2020-04-06,3,NA,NA,NA,13,NA,NA,NA,1792065
Idaho,2020-04-07,2,NA,NA,NA,15,NA,NA,NA,1792065
Idaho,2020-04-08,4,NA,NA,NA,19,NA,NA,NA,1792065
Idaho,2020-04-09,5,NA,NA,NA,24,NA,NA,NA,1792065
Idaho,2020-04-10,1,NA,NA,NA,25,NA,NA,NA,1792065
Idaho,2020-04-11,2,NA,NA,NA,27,NA,NA,NA,1792065
Idaho,2020-04-12,0,NA,NA,NA,27,NA,NA,NA,1792065
Idaho,2020-04-13,6,NA,NA,NA,33,NA,NA,NA,1792065
Idaho,2020-04-14,NA,2,0,7,NA,35,33,40,1792065
Idaho,2020-04-15,NA,2,0,6,NA,37,34,44,1792065
Idaho,2020-04-16,NA,2,0,6,NA,40,35,48,1792065
Idaho,2020-04-17,NA,2,0,7,NA,42,36,52,1792065
Idaho,2020-04-18,NA,2,0,7,NA,44,37,56,1792065
Idaho,2020-04-19,NA,2,0,7,NA,47,38,61,1792065
Idaho,2020-04-20,NA,2,0,7,NA,49,40,65,1792065
Idaho,2020-04-21,NA,2,0,7,NA,51,41,70,1792065
Idaho,2020-04-22,NA,2,0,7,NA,54,42,75,1792065
Idaho,2020-04-23,NA,2,0,8,NA,56,43,80,1792065
Idaho,2020-04-24,NA,2,0,8,NA,59,44,86,1792065
Idaho,2020-04-25,NA,2,0,9,NA,61,45,92,1792065
Idaho,2020-04-26,NA,2,0,9,NA,64,47,99,1792065
Idaho,2020-04-27,NA,2,0,10,NA,66,48,106,1792065
Idaho,2020-04-28,NA,2,0,10,NA,69,49,114,1792065
Idaho,2020-04-29,NA,2,0,11,NA,72,50,123,1792065
Idaho,2020-04-30,NA,2,0,12,NA,74,51,133,1792065
Idaho,2020-05-01,NA,2,0,13,NA,77,52,145,1792065
Idaho,2020-05-02,NA,2,0,14,NA,79,52,156.04999999999927,1792065
Idaho,2020-05-03,NA,2,0,16,NA,81,53,171,1792065
Idaho,2020-05-04,NA,2,0,18,NA,84,54,187,1792065
Illinois,2020-03-19,3,NA,NA,NA,4,NA,NA,NA,12671821
Illinois,2020-03-20,1,NA,NA,NA,5,NA,NA,NA,12671821
Illinois,2020-03-21,1,NA,NA,NA,6,NA,NA,NA,12671821
Illinois,2020-03-22,3,NA,NA,NA,9,NA,NA,NA,12671821
Illinois,2020-03-23,3,NA,NA,NA,12,NA,NA,NA,12671821
Illinois,2020-03-24,4,NA,NA,NA,16,NA,NA,NA,12671821
Illinois,2020-03-25,3,NA,NA,NA,19,NA,NA,NA,12671821
Illinois,2020-03-26,7,NA,NA,NA,26,NA,NA,NA,12671821
Illinois,2020-03-27,11,NA,NA,NA,37,NA,NA,NA,12671821
Illinois,2020-03-28,13,NA,NA,NA,50,NA,NA,NA,12671821
Illinois,2020-03-29,21,NA,NA,NA,71,NA,NA,NA,12671821
Illinois,2020-03-30,13,NA,NA,NA,84,NA,NA,NA,12671821
Illinois,2020-03-31,23,NA,NA,NA,107,NA,NA,NA,12671821
Illinois,2020-04-01,39,NA,NA,NA,146,NA,NA,NA,12671821
Illinois,2020-04-02,19,NA,NA,NA,165,NA,NA,NA,12671821
Illinois,2020-04-03,47,NA,NA,NA,212,NA,NA,NA,12671821
Illinois,2020-04-04,36,NA,NA,NA,248,NA,NA,NA,12671821
Illinois,2020-04-05,35,NA,NA,NA,283,NA,NA,NA,12671821
Illinois,2020-04-06,26,NA,NA,NA,309,NA,NA,NA,12671821
Illinois,2020-04-07,75,NA,NA,NA,384,NA,NA,NA,12671821
Illinois,2020-04-08,80,NA,NA,NA,464,NA,NA,NA,12671821
Illinois,2020-04-09,71,NA,NA,NA,535,NA,NA,NA,12671821
Illinois,2020-04-10,73,NA,NA,NA,608,NA,NA,NA,12671821
Illinois,2020-04-11,74,NA,NA,NA,682,NA,NA,NA,12671821
Illinois,2020-04-12,45,NA,NA,NA,727,NA,NA,NA,12671821
Illinois,2020-04-13,73,NA,NA,NA,800,NA,NA,NA,12671821
Illinois,2020-04-14,NA,61,22,136,NA,860,821,935,12671821
Illinois,2020-04-15,NA,59,21,134,NA,923,859,1038,12671821
Illinois,2020-04-16,NA,57,20,136,NA,984,897,1142,12671821
Illinois,2020-04-17,NA,54,18,138,NA,1044,931,1244,12671821
Illinois,2020-04-18,NA,52,16,139,NA,1101,963,1352,12671821
Illinois,2020-04-19,NA,50,14,140,NA,1156,989,1458,12671821
Illinois,2020-04-20,NA,47,13,149,NA,1210,1012,1577,12671821
Illinois,2020-04-21,NA,45,11,151,NA,1259,1032,1704,12671821
Illinois,2020-04-22,NA,42,9,165,NA,1306,1050,1847,12671821
Illinois,2020-04-23,NA,40,8,175,NA,1350.5,1066,1990.0499999999993,12671821
Illinois,2020-04-24,NA,37,6,192,NA,1391,1079,2165.0499999999993,12671821
Illinois,2020-04-25,NA,34,5,205,NA,1432,1088,2351,12671821
Illinois,2020-04-26,NA,31,4,231,NA,1469,1097,2565.0499999999993,12671821
Illinois,2020-04-27,NA,28,3,257.0499999999993,NA,1503,1104,2812.0499999999993,12671821
Illinois,2020-04-28,NA,25,2,293,NA,1533,1109,3084.0499999999993,12671821
Illinois,2020-04-29,NA,22,1,328,NA,1562,1111.95,3383,12671821
Illinois,2020-04-30,NA,19,1,364.0499999999993,NA,1585,1114.95,3736.0999999999985,12671821
Illinois,2020-05-01,NA,17,0,414.09999999999854,NA,1607,1117,4152.0999999999985,12671821
Illinois,2020-05-02,NA,14,0,476.0499999999993,NA,1627,1119,4622.749999999989,12671821
Illinois,2020-05-03,NA,12,0,505.09999999999854,NA,1643,1120,5065.0999999999985,12671821
Illinois,2020-05-04,NA,10,0,621,NA,1658,1121,5734.299999999996,12671821
Indiana,2020-03-20,1,NA,NA,NA,3,NA,NA,NA,6732219
Indiana,2020-03-21,1,NA,NA,NA,4,NA,NA,NA,6732219
Indiana,2020-03-22,2,NA,NA,NA,6,NA,NA,NA,6732219
Indiana,2020-03-23,1,NA,NA,NA,7,NA,NA,NA,6732219
Indiana,2020-03-24,5,NA,NA,NA,12,NA,NA,NA,6732219
Indiana,2020-03-25,2,NA,NA,NA,14,NA,NA,NA,6732219
Indiana,2020-03-26,4,NA,NA,NA,18,NA,NA,NA,6732219
Indiana,2020-03-27,8,NA,NA,NA,26,NA,NA,NA,6732219
Indiana,2020-03-28,5,NA,NA,NA,31,NA,NA,NA,6732219
Indiana,2020-03-29,1,NA,NA,NA,32,NA,NA,NA,6732219
Indiana,2020-03-30,3,NA,NA,NA,35,NA,NA,NA,6732219
Indiana,2020-03-31,15,NA,NA,NA,50,NA,NA,NA,6732219
Indiana,2020-04-01,16,NA,NA,NA,66,NA,NA,NA,6732219
Indiana,2020-04-02,12,NA,NA,NA,78,NA,NA,NA,6732219
Indiana,2020-04-03,24,NA,NA,NA,102,NA,NA,NA,6732219
Indiana,2020-04-04,14,NA,NA,NA,116,NA,NA,NA,6732219
Indiana,2020-04-05,11,NA,NA,NA,127,NA,NA,NA,6732219
Indiana,2020-04-06,14,NA,NA,NA,141,NA,NA,NA,6732219
Indiana,2020-04-07,32,NA,NA,NA,173,NA,NA,NA,6732219
Indiana,2020-04-08,30,NA,NA,NA,203,NA,NA,NA,6732219
Indiana,2020-04-09,43,NA,NA,NA,246,NA,NA,NA,6732219
Indiana,2020-04-10,54,NA,NA,NA,300,NA,NA,NA,6732219
Indiana,2020-04-11,30,NA,NA,NA,330,NA,NA,NA,6732219
Indiana,2020-04-12,13,NA,NA,NA,343,NA,NA,NA,6732219
Indiana,2020-04-13,7,NA,NA,NA,350,NA,NA,NA,6732219
Indiana,2020-04-14,NA,20,7,46,NA,368,355,394,6732219
Indiana,2020-04-15,NA,19,6,46,NA,389,367,429,6732219
Indiana,2020-04-16,NA,19,6,45,NA,410,380,461,6732219
Indiana,2020-04-17,NA,18,5,44,NA,429,391,494,6732219
Indiana,2020-04-18,NA,17,5,44,NA,448,401,526,6732219
Indiana,2020-04-19,NA,16,4,44,NA,466,411,559,6732219
Indiana,2020-04-20,NA,16,4,45,NA,484,420,594,6732219
Indiana,2020-04-21,NA,15,4,47,NA,501,428.95000000000005,629,6732219
Indiana,2020-04-22,NA,14,3,47,NA,517,436,664,6732219
Indiana,2020-04-23,NA,14,3,48,NA,533,443,703,6732219
Indiana,2020-04-24,NA,13,3,50,NA,548,449,745,6732219
Indiana,2020-04-25,NA,13,2,54,NA,562,455,788,6732219
Indiana,2020-04-26,NA,12,2,59,NA,576,459.95000000000005,837.0499999999993,6732219
Indiana,2020-04-27,NA,11,1,66,NA,589,463,894.0499999999993,6732219
Indiana,2020-04-28,NA,10,1,70,NA,602,467,952,6732219
Indiana,2020-04-29,NA,9,1,76,NA,614,470,1018,6732219
Indiana,2020-04-30,NA,9,0,90,NA,625,472,1102,6732219
Indiana,2020-05-01,NA,8,0,101,NA,635,474,1197.0499999999993,6732219
Indiana,2020-05-02,NA,7,0,120,NA,645,476,1316.0499999999993,6732219
Indiana,2020-05-03,NA,6,0,143,NA,654,476.95000000000005,1453.0499999999993,6732219
Indiana,2020-05-04,NA,6,0,168,NA,662,477,1626,6732219
Iowa,2020-03-24,1,NA,NA,NA,1,NA,NA,NA,3155070
Iowa,2020-03-25,0,NA,NA,NA,1,NA,NA,NA,3155070
Iowa,2020-03-26,0,NA,NA,NA,1,NA,NA,NA,3155070
Iowa,2020-03-27,2,NA,NA,NA,3,NA,NA,NA,3155070
Iowa,2020-03-28,0,NA,NA,NA,3,NA,NA,NA,3155070
Iowa,2020-03-29,1,NA,NA,NA,4,NA,NA,NA,3155070
Iowa,2020-03-30,2,NA,NA,NA,6,NA,NA,NA,3155070
Iowa,2020-03-31,1,NA,NA,NA,7,NA,NA,NA,3155070
Iowa,2020-04-01,2,NA,NA,NA,9,NA,NA,NA,3155070
Iowa,2020-04-02,2,NA,NA,NA,11,NA,NA,NA,3155070
Iowa,2020-04-03,0,NA,NA,NA,11,NA,NA,NA,3155070
Iowa,2020-04-04,0,NA,NA,NA,11,NA,NA,NA,3155070
Iowa,2020-04-05,11,NA,NA,NA,22,NA,NA,NA,3155070
Iowa,2020-04-06,3,NA,NA,NA,25,NA,NA,NA,3155070
Iowa,2020-04-07,1,NA,NA,NA,26,NA,NA,NA,3155070
Iowa,2020-04-08,1,NA,NA,NA,27,NA,NA,NA,3155070
Iowa,2020-04-09,0,NA,NA,NA,27,NA,NA,NA,3155070
Iowa,2020-04-10,4,NA,NA,NA,31,NA,NA,NA,3155070
Iowa,2020-04-11,3,NA,NA,NA,34,NA,NA,NA,3155070
Iowa,2020-04-12,7,NA,NA,NA,41,NA,NA,NA,3155070
Iowa,2020-04-13,3,NA,NA,NA,44,NA,NA,NA,3155070
Iowa,2020-04-14,NA,3,0,9,NA,47,44,53,3155070
Iowa,2020-04-15,NA,3,0,10,NA,51,46,60,3155070
Iowa,2020-04-16,NA,3,0,10,NA,55,48,67,3155070
Iowa,2020-04-17,NA,4,0,11,NA,59,50,74,3155070
Iowa,2020-04-18,NA,4,0,11,NA,63,53,82,3155070
Iowa,2020-04-19,NA,4,1,13,NA,68,55,91,3155070
Iowa,2020-04-20,NA,5,1,14,NA,74,58,101,3155070
Iowa,2020-04-21,NA,5,1,17,NA,80,61,114,3155070
Iowa,2020-04-22,NA,6,1,19,NA,86,64,128,3155070
Iowa,2020-04-23,NA,7,1,22,NA,94,67,144,3155070
Iowa,2020-04-24,NA,7,1,27,NA,102,71,166,3155070
Iowa,2020-04-25,NA,8,1,34,NA,111,74,193,3155070
Iowa,2020-04-26,NA,8,1,45,NA,121,77,230,3155070
Iowa,2020-04-27,NA,9,1,57,NA,132,80,280,3155070
Iowa,2020-04-28,NA,9,0,74,NA,143,83,346.0499999999993,3155070
Iowa,2020-04-29,NA,9,0,97,NA,153,84,441.0499999999993,3155070
Iowa,2020-04-30,NA,9,0,126,NA,164,86,559.0499999999993,3155070
Iowa,2020-05-01,NA,9,0,170,NA,174,87,733.0499999999993,3155070
Iowa,2020-05-02,NA,8,0,233.04999999999927,NA,185,88,979.0999999999985,3155070
Iowa,2020-05-03,NA,8,0,307.0499999999993,NA,195,89,1276,3155070
Iowa,2020-05-04,NA,8,0,437.09999999999854,NA,205,89.95000000000005,1721.0499999999993,3155070
Kansas,2020-03-12,1,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-13,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-14,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-15,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-16,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-17,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-18,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-19,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-20,0,NA,NA,NA,1,NA,NA,NA,2913314
Kansas,2020-03-21,1,NA,NA,NA,2,NA,NA,NA,2913314
Kansas,2020-03-22,0,NA,NA,NA,2,NA,NA,NA,2913314
Kansas,2020-03-23,0,NA,NA,NA,2,NA,NA,NA,2913314
Kansas,2020-03-24,1,NA,NA,NA,3,NA,NA,NA,2913314
Kansas,2020-03-25,0,NA,NA,NA,3,NA,NA,NA,2913314
Kansas,2020-03-26,0,NA,NA,NA,3,NA,NA,NA,2913314
Kansas,2020-03-27,1,NA,NA,NA,4,NA,NA,NA,2913314
Kansas,2020-03-28,2,NA,NA,NA,6,NA,NA,NA,2913314
Kansas,2020-03-29,1,NA,NA,NA,7,NA,NA,NA,2913314
Kansas,2020-03-30,2,NA,NA,NA,9,NA,NA,NA,2913314
Kansas,2020-03-31,1,NA,NA,NA,10,NA,NA,NA,2913314
Kansas,2020-04-01,1,NA,NA,NA,11,NA,NA,NA,2913314
Kansas,2020-04-02,3,NA,NA,NA,14,NA,NA,NA,2913314
Kansas,2020-04-03,5,NA,NA,NA,19,NA,NA,NA,2913314
Kansas,2020-04-04,2,NA,NA,NA,21,NA,NA,NA,2913314
Kansas,2020-04-05,2,NA,NA,NA,23,NA,NA,NA,2913314
Kansas,2020-04-06,2,NA,NA,NA,25,NA,NA,NA,2913314
Kansas,2020-04-07,5,NA,NA,NA,30,NA,NA,NA,2913314
Kansas,2020-04-08,6,NA,NA,NA,36,NA,NA,NA,2913314
Kansas,2020-04-09,6,NA,NA,NA,42,NA,NA,NA,2913314
Kansas,2020-04-10,8,NA,NA,NA,50,NA,NA,NA,2913314
Kansas,2020-04-11,5,NA,NA,NA,55,NA,NA,NA,2913314
Kansas,2020-04-12,1,NA,NA,NA,56,NA,NA,NA,2913314
Kansas,2020-04-13,7,NA,NA,NA,63,NA,NA,NA,2913314
Kansas,2020-04-14,NA,4,1,13,NA,67,64,76,2913314
Kansas,2020-04-15,NA,5,1,14,NA,73,66,86,2913314
Kansas,2020-04-16,NA,5,1,15,NA,78,68,97,2913314
Kansas,2020-04-17,NA,5,1,17,NA,83,71,111,2913314
Kansas,2020-04-18,NA,5,1,20,NA,89,73,127,2913314
Kansas,2020-04-19,NA,5,1,23,NA,95,75,147,2913314
Kansas,2020-04-20,NA,6,0,29,NA,101,77,172,2913314
Kansas,2020-04-21,NA,6,0,36,NA,108,79,204,2913314
Kansas,2020-04-22,NA,6,0,45,NA,115,80,244,2913314
Kansas,2020-04-23,NA,7,0,55,NA,122,81,299.0499999999993,2913314
Kansas,2020-04-24,NA,7,0,71,NA,130,82,367,2913314
Kansas,2020-04-25,NA,7,0,93,NA,137,83,458,2913314
