date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
2020-03-02,5,5,5,5,5,5,5,5,0.807,0.807,0.807,0.807
2020-03-03,1,1,1,1,6,6,6,6,0.807,0.807,0.807,0.807
2020-03-04,3,3,3,3,9,9,9,9,0.807,0.807,0.807,0.807
2020-03-05,1,1,1,1,10,10,10,10,0.807,0.807,0.807,0.807
2020-03-06,2,2,2,2,12,12,12,12,0.807,0.807,0.807,0.807
2020-03-07,3,3,3,3,15,15,15,15,0.807,0.807,0.807,0.807
2020-03-08,2,2,2,2,17,17,17,17,0.807,0.807,0.807,0.807
2020-03-09,1,1,1,1,18,18,18,18,0.807,0.807,0.807,0.807
2020-03-10,4,4,4,4,22,22,22,22,0.807,0.807,0.807,0.807
2020-03-11,2,2,2,2,24,24,24,24,0.807,0.807,0.807,0.807
2020-03-12,7,7,7,7,31,31,31,31,0.807,0.807,0.807,0.807
2020-03-13,7,7,7,7,38,38,38,38,0.807,0.807,0.807,0.807
2020-03-14,2,2,2,2,40,40,40,40,0.807,0.807,0.807,0.807
2020-03-15,8,8,8,8,48,48,48,48,0.807,0.807,0.807,0.807
2020-03-16,22,22,22,22,70,70,70,70,0.807,0.807,0.807,0.807
2020-03-17,29,29,29,29,99,99,99,99,0.807,0.807,0.807,0.807
2020-03-18,49,49,49,49,148,148,148,148,0.807,0.807,0.807,0.807
2020-03-19,73,73,73,73,221,221,221,221,0.807,0.807,0.807,0.807
2020-03-20,93,93,93,93,314,314,314,314,0.807,0.807,0.807,0.807
2020-03-21,86,86,86,86,400,400,400,400,0.807,0.807,0.807,0.807
2020-03-22,138,138,138,138,538,538,538,538,0.807,0.807,0.807,0.807
2020-03-23,184,184,184,184,722,722,722,722,0.807,0.807,0.807,0.807
2020-03-24,227,227,227,227,949,949,949,949,0.807,0.807,0.807,0.807
2020-03-25,306,306,306,306,1255,1255,1255,1255,0.807,0.807,0.807,0.807
2020-03-26,409,409,409,409,1664,1664,1664,1664,0.807,0.807,0.807,0.807
2020-03-27,536,536,536,536,2200,2200,2200,2200,0.807,0.807,0.807,0.807
2020-03-28,621,621,621,621,2821,2821,2821,2821,0.807,0.807,0.807,0.807
2020-03-29,632,632,632,632,3453,3453,3453,3453,0.807,0.807,0.807,0.807
2020-03-30,800,800,800,800,4253,4253,4253,4253,0.807,0.807,0.807,0.807
2020-03-31,1212,1212,1212,1212,5465,5465,5465,5465,0.807,0.807,0.807,0.807
2020-04-01,1200,1200,1200,1200,6665,6665,6665,6665,0.807,0.807,0.807,0.807
2020-04-02,1549,1549,1549,1549,8214,8214,8214,8214,0.807,0.807,0.807,0.807
2020-04-03,1284,1284,1284,1284,9498,9498,9498,9498,0.807,0.807,0.807,0.807
2020-04-04,1258,1258,1258,1258,10756,10756,10756,10756,0.807,0.807,0.807,0.807
2020-04-05,1408,1408,1408,1408,12164,12164,12164,12164,0.807,0.807,0.807,0.807
2020-04-06,1648,1648,1648,1648,13812,13812,13812,13812,0.807,0.807,0.807,0.807
2020-04-07,2296,2296,2296,2296,16108,16108,16108,16108,0.807,0.807,0.807,0.807
2020-04-08,2078,2078,2078,2078,18186,18186,18186,18186,0.807,0.807,0.807,0.807
2020-04-09,1985,1985,1985,1985,20171,20171,20171,20171,0.807,0.807,0.807,0.807
2020-04-10,2063,2063,2063,2063,22234,22234,22234,22234,0.807,0.807,0.807,0.807
2020-04-11,2005,2005,2005,2005,24239,24239,24239,24239,0.807,0.807,0.807,0.807
2020-04-12,1745,1745,1745,1745,25984,25984,25984,25984,0.807,0.807,0.807,0.807
2020-04-13,1788,1788,1788,1788,27772,27772,27772,27772,0.807,0.807,0.807,0.807
2020-04-14,2399,2399,2399,2399,30171,30171,30171,30171,0.807,0.807,0.807,0.807
2020-04-15,2466,2466,2466,2466,32637,32637,32637,32637,0.807,0.807,0.807,0.807
2020-04-16,2088,2088,2088,2088,34725,34725,34725,34725,0.807,0.807,0.807,0.807
2020-04-17,2581,2581,2581,2581,37306,37306,37306,37306,0.807,0.807,0.807,0.807
2020-04-18,2342,2342,2342,2342,39648,39648,39648,39648,0.807,0.807,0.807,0.807
2020-04-19,1368,1368,1368,1368,41016,41016,41016,41016,0.807,0.807,0.807,0.807
2020-04-20,1713,1713,1713,1713,42729,42729,42729,42729,0.807,0.807,0.807,0.807
2020-04-21,2426,2426,2426,2426,45155,45155,45155,45155,0.807,0.807,0.807,0.807
2020-04-22,2327,2327,2327,2327,47482,47482,47482,47482,0.807,0.807,0.807,0.807
2020-04-23,2303,2303,2303,2303,49785,49785,49785,49785,0.807,0.807,0.807,0.807
2020-04-24,1763,1763,1763,1763,51548,51548,51548,51548,0.807,0.807,0.807,0.807
2020-04-25,2256,2256,2256,2256,53804,53804,53804,53804,0.807,0.807,0.807,0.807
2020-04-26,1124,1124,1124,1124,54928,54928,54928,54928,0.807,0.807,0.807,0.807
2020-04-27,1338,1338,1338,1338,56266,56266,56266,56266,0.807,0.807,0.807,0.807
2020-04-28,2134,2134,2134,2134,58400,58400,58400,58400,0.807,0.807,0.807,0.807
2020-04-29,2612,2612,2612,2612,61012,61012,61012,61012,0.807,0.807,0.807,0.807
2020-04-30,2023,2023,2023,2023,63035,63035,63035,63035,0.807,0.807,0.807,0.807
2020-05-01,2005,2005,2005,2005,65040,65040,65040,65040,0.807,0.807,0.807,0.807
2020-05-02,1486,1486,1486,1486,66526,66526,66526,66526,0.807,0.807,0.807,0.807
2020-05-03,1311,1311,1311,1311,67837,67837,67837,67837,0.807,0.807,0.807,0.807
2020-05-04,1241,1241,1241,1241,69078,69078,69078,69078,0.807,0.807,0.807,0.807
2020-05-05,2140,2140,2140,2140,71218,71218,71218,71218,0.807,0.807,0.807,0.807
2020-05-06,2367,2367,2367,2367,73585,73585,73585,73585,0.807,0.807,0.807,0.807
2020-05-07,2229,2229,2229,2229,75814,75814,75814,75814,0.807,0.807,0.807,0.807
2020-05-08,1517,1517,1517,1517,77331,77331,77331,77331,0.807,0.807,0.807,0.807
2020-05-09,NA,1540.9285714285716,1261.8428571428572,1888.4357142857143,NA,78871.92857142858,78592.84285714285,79219.4357142857,0.807,0.807,0.807,0.807
2020-05-10,NA,1517.7857142857142,1247.7,1880.6000000000004,NA,80402.28571428571,79958.22142857143,80966.30714285714,0.807,0.807,0.807,0.807
2020-05-11,NA,1515,1235.9928571428572,1894.007142857143,NA,81923.71428571429,81293,82688.72142857144,0.807,0.807,0.807,0.807
2020-05-12,NA,1514.2857142857142,1212.85,1894.8642857142859,NA,83448.92857142858,82620.28571428571,84460.04285714285,0.807,0.807,0.807,0.807
2020-05-13,NA,1516.3571428571427,1199.142857142857,1918.8642857142859,NA,84971.92857142858,83907.17142857143,86256.90714285713,0.807,0.807,0.807,0.807
2020-05-14,NA,1519.5,1178.992857142857,1969.5928571428574,NA,86497.42857142858,85165.63571428572,88108.8642857143,0.807,0.807,0.807,0.807
2020-05-15,NA,1539.2857142857142,1168.1142857142859,2039.2928571428574,NA,88036,86423.52857142857,90057.90714285715,0.807,0.807,0.807,0.807
2020-05-16,NA,1560.2857142857142,1154.1214285714286,2108.15,NA,89623.35714285713,87647.67142857143,92030.02857142857,0.807,0.807,0.807,0.807
2020-05-17,NA,1587.857142857143,1130.4214285714284,2206.4285714285716,NA,91226,88868.92857142857,94142.04285714286,0.807,0.807,0.807,0.807
2020-05-18,NA,1623.2857142857142,1124.2642857142857,2363.6,NA,92869,90054.22857142857,96383.43571428572,0.807,0.807,0.807,0.807
2020-05-19,NA,1652.2857142857142,1106.142857142857,2454.842857142858,NA,94513.64285714286,91228.22857142857,98773.00714285714,0.807,0.807,0.807,0.807
2020-05-20,NA,1678,1073,2625.300000000001,NA,96204.64285714286,92319.15714285713,101313.66428571427,0.807,0.807,0.807,0.807
2020-05-21,NA,1683.5714285714287,1059.4142857142858,2769.985714285715,NA,97921.21428571429,93438.26428571428,103978.59999999999,0.807,0.807,0.807,0.807
2020-05-22,NA,1699.0714285714284,1017.55,2867.364285714286,NA,99632.14285714286,94506.12142857142,106783.82142857142,0.807,0.807,0.807,0.807
2020-05-23,NA,1698.5,974.5642857142857,3034.8571428571436,NA,101337.57142857142,95589.62857142858,109786.64285714287,0.807,0.807,0.807,0.807
2020-05-24,NA,1691.142857142857,942.6999999999999,3172.7357142857145,NA,103063.71428571429,96595.38571428572,112839.65714285715,0.807,0.807,0.807,0.807
2020-05-25,NA,1696.7857142857142,905.9928571428571,3323.242857142858,NA,104772.64285714286,97578.02857142857,116138.02142857143,0.807,0.807,0.807,0.807
2020-05-26,NA,1650.0714285714284,844.7428571428571,3416.9571428571453,NA,106480.92857142857,98449.82142857142,119508.43571428573,0.807,0.807,0.807,0.807
2020-05-27,NA,1609.2142857142858,797.9642857142857,3577.892857142857,NA,108101.07142857142,99356.09999999999,122873.25000000001,0.807,0.807,0.807,0.807
2020-05-28,NA,1580.5,755.7571428571429,3796.3142857142857,NA,109740.42857142857,100140.65,126535.40714285715,0.807,0.807,0.807,0.807
2020-05-29,NA,1552.2857142857142,701.7,4103.250000000001,NA,111330,100904.54285714286,130336.11428571428,0.807,0.807,0.807,0.807
2020-05-30,NA,1519.4285714285716,657.1214285714286,4367.978571428572,NA,112911.21428571429,101628.91428571427,134219.7857142857,0.807,0.807,0.807,0.807
