state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
Alabama,2020-03-27,3,1.2857142857142856,3,3,4,3,3,3,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-03-28,0,1.5714285714285714,0,0,4,3,3,3,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-03-29,6,1.4285714285714286,6,6,10,9,9,9,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-03-30,0,1.7142857142857144,0,0,10,9,9,9,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-03-31,13,2.7142857142857144,13,13,23,22,22,22,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-01,4,3.2857142857142856,4,4,27,26,26,26,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-02,5,4,5,5,32,31,31,31,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-03,6,4.714285714285714,6,6,38,37,37,37,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-04,6,5.571428571428571,6,6,44,43,43,43,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-05,1,4.714285714285714,1,1,45,44,44,44,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-06,4,5.285714285714286,4,4,49,48,48,48,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-07,15,8,15,15,64,63,63,63,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-08,2,8.714285714285715,2,2,66,65,65,65,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-09,4,9.428571428571429,4,4,70,69,69,69,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-10,10,9.714285714285715,10,10,80,79,79,79,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-11,12,10.142857142857142,12,12,92,91,91,91,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-12,1,7.142857142857142,1,1,93,92,92,92,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-13,6,7.285714285714286,6,6,99,98,98,98,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-14,15,10.714285714285715,15,15,114,113,113,113,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-15,4,10.857142857142858,4,4,118,117,117,117,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-16,15,10.857142857142858,15,15,133,132,132,132,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-17,15,10.857142857142858,15,15,148,147,147,147,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-18,5,11,5,5,153,152,152,152,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-19,4,7.142857142857142,4,4,157,156,156,156,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-20,6,7.285714285714286,6,6,163,162,162,162,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-21,20,11.714285714285714,20,20,183,182,182,182,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-22,13,11.857142857142858,13,13,196,195,195,195,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-23,6,12.142857142857142,6,6,202,201,201,201,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-24,7,12,7,7,209,208,208,208,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-25,0,12.428571428571427,0,0,209,208,208,208,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-26,10,7.714285714285714,10,10,219,218,218,218,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-27,9,7.7142857142857135,9,9,228,227,227,227,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-28,14,12.785714285714286,14,14,242,241,241,241,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-29,14,12.857142857142858,14,14,256,255,255,255,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-04-30,16,12.857142857142858,16,16,272,271,271,271,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-01,17,12.857142857142858,17,17,289,288,288,288,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-03,2,7.357142857142858,2,2,290,290,290,290,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-04,8,7.428571428571429,8,8,298,298,298,298,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-05,17,12.714285714285715,17,17,315,315,315,315,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-06,28,12.714285714285715,28,28,343,343,343,343,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-07,26,12.714285714285714,26,26,369,369,369,369,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-08,14,12.57142857142857,14,14,383,383,383,383,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-09,7,12.428571428571429,7,7,390,390,390,390,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-10,3,6.857142857142858,3,3,393,393,393,393,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-11,10,6.857142857142858,10,10,403,403,403,403,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-12,32,12.285714285714286,32,32,435,435,435,435,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-13,15,12.428571428571429,15,15,450,450,450,450,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-14,23,12.285714285714285,23,23,473,473,473,473,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-15,10,12.142857142857142,10,10,483,483,483,483,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-16,2,12,2,2,485,485,485,485,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-17,3,6.285714285714286,3,3,488,488,488,488,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-18,1,6.285714285714286,1,1,489,489,489,489,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-19,15,11.857142857142858,15,15,504,504,504,504,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-20,18,11.714285714285714,18,18,522,522,522,522,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-21,7,11.571428571428571,7,7,529,529,529,529,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-22,12,11.142857142857142,12,12,541,541,541,541,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-23,NA,9.142857142857142,2.4285714285714284,23,NA,550.1428571428571,543.4285714285714,564,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-24,NA,8.928571428571429,2.4285714285714284,23,NA,559.8571428571429,548.8571428571429,580,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-25,NA,8.428571428571429,2.142857142857143,22,NA,569,554.1428571428571,593.717857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-26,NA,8,2,20.717857142857092,NA,577.8571428571429,559.7142857142857,607.717857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-27,NA,7.428571428571429,1.7142857142857144,20.142857142857142,NA,585.8571428571429,564.7107142857143,620.717857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-28,NA,6.714285714285714,1.4285714285714286,18.714285714285715,NA,593,569.1428571428571,634.1428571428571,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-29,NA,6.285714285714286,1.1428571428571428,17.714285714285715,NA,599.8571428571429,572.8571428571429,645,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-30,NA,5.7142857142857135,1,16.428571428571427,NA,606,576.7107142857143,656.2892857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-05-31,NA,5,0.7142857142857143,15.428571428571429,NA,611.5714285714286,579.7142857142857,666.717857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-01,NA,4.571428571428571,0.5714285714285714,14.57499999999995,NA,616.5714285714286,581.8535714285715,677.2892857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-02,NA,3.857142857142857,0.2857142857142857,13,NA,620.7142857142857,584,685.7178571428572,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-03,NA,3.428571428571429,0.2857142857142857,12.714285714285714,NA,624.5714285714286,586.1428571428571,694.4321428571428,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-04,NA,2.857142857142857,0,10.857142857142858,NA,628,587.4250000000001,702.7214285714284,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-05,NA,2.4285714285714284,0,10,NA,630.5714285714286,588.4250000000001,709.1464285714285,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-06,NA,2.142857142857143,0,9.571428571428573,NA,632.8571428571429,589.2857142857143,716.7214285714284,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-07,NA,1.7142857142857144,0,8.285714285714285,NA,634.8571428571429,590,722.0071428571428,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-08,NA,1.4285714285714286,0,7.428571428571429,NA,636.5714285714286,590.7071428571428,727.1499999999999,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-09,NA,1.4285714285714286,0,7,NA,638.2857142857143,591,731.0071428571428,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-10,NA,1,0,6.285714285714286,NA,639.7857142857142,591.5678571428571,736.5749999999999,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-11,NA,0.8571428571428571,0,6,NA,641.0714285714286,591.7142857142857,740.717857142857,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-12,NA,0.7142857142857143,0,5.285714285714286,NA,641.9285714285714,591.9964285714286,744.8607142857143,4903185,0.9913,0.9995,0.9998,0.9998
Alabama,2020-06-13,NA,0.7142857142857143,0,4.860714285714233,NA,642.8571428571429,592.1428571428571,747.2857142857143,4903185,0.9913,0.9995,0.9998,0.9998
Alaska,2020-03-25,1,0,1,1,1,1,1,1,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-03-26,0,0,0,0,1,1,1,1,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-03-27,0,0,0,0,1,1,1,1,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-03-28,1,0,1,1,2,2,2,2,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-03-29,0,0,0,0,2,2,2,2,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-03-30,1,0,1,1,3,3,3,3,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-03-31,0,0,0,0,3,3,3,3,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-01,0,0,0,0,3,3,3,3,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-02,0,0,0,0,3,3,3,3,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-03,0,0,0,0,3,3,3,3,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-04,2,0,2,2,5,5,5,5,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-05,1,0,1,1,6,6,6,6,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-06,0,0,0,0,6,6,6,6,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-07,0,0,0,0,6,6,6,6,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-08,1,0,1,1,7,7,7,7,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-09,0,0,0,0,7,7,7,7,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-10,0,0,0,0,7,7,7,7,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-11,1,0,1,1,8,8,8,8,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-12,0,0,0,0,8,8,8,8,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-13,0,0,0,0,8,8,8,8,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-14,1,0,1,1,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-15,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-16,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-17,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-18,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-19,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-20,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-21,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-22,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-23,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-24,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-25,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-26,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-27,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-28,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-29,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-04-30,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-01,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-02,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-03,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-04,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-05,0,0,0,0,9,9,9,9,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-06,1,0,1,1,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-07,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-08,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-09,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-10,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-11,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-12,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-13,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-14,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-15,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-16,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-17,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-18,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-19,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-20,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-21,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-22,0,0,0,0,10,10,10,10,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-23,NA,0,0,0.7142857142857143,NA,10,10,10.714285714285714,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-24,NA,0,0,0.7142857142857143,NA,10,10,11.428571428571429,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-25,NA,0,0,0.7142857142857143,NA,10,10,11.428571428571429,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-26,NA,0,0,0.7142857142857143,NA,10,10,11.714285714285714,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-27,NA,0,0,0.7142857142857143,NA,10.285714285714286,10,12.142857142857142,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-28,NA,0,0,0.7142857142857143,NA,10.285714285714286,10,12.428571428571429,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-29,NA,0,0,0.7142857142857143,NA,10.714285714285714,10,12.857142857142858,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-30,NA,0,0,0.7142857142857143,NA,10.714285714285714,10,13.142857142857142,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-05-31,NA,0,0,0.7142857142857143,NA,10.714285714285714,10,13.428571428571429,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-06-01,NA,0,0,0.7142857142857143,NA,10.714285714285714,10,13.571428571428571,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-06-02,NA,0,0,0.7142857142857143,NA,10.714285714285714,10,13.857142857142858,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-06-03,NA,0,0,0.7142857142857143,NA,11,10,14.285714285714286,731545,0.9767,0.9822,0.9852,0.9888
Alaska,2020-06-04,NA,0,0,0.7142857142857143,NA,11,10,14.571428571428571,731545,0.9767,0.9822,0.9852,0.9888
