state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
Alabama,2020-03-26,2,NA,NA,NA,3,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-03-27,1,NA,NA,NA,4,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-03-28,0,NA,NA,NA,4,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-03-29,1,NA,NA,NA,5,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-03-30,6,NA,NA,NA,11,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-03-31,3,NA,NA,NA,14,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-01,14,NA,NA,NA,28,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-02,4,NA,NA,NA,32,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-03,6,NA,NA,NA,38,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-04,6,NA,NA,NA,44,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-05,1,NA,NA,NA,45,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-06,8,NA,NA,NA,53,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-07,11,NA,NA,NA,64,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-08,3,NA,NA,NA,67,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-09,11,NA,NA,NA,78,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-10,2,NA,NA,NA,80,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-11,13,NA,NA,NA,93,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-12,0,NA,NA,NA,93,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-13,11,NA,NA,NA,104,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-14,10,NA,NA,NA,114,NA,NA,NA,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-15,NA,8,2,20,NA,121,115,133,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-16,NA,8,2,20,NA,130,120,147,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-17,NA,8,2,20,NA,138,125,161,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-18,NA,8,2,21,NA,148,130,175,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-19,NA,9,2,22,NA,157,136,191,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-20,NA,9,2,23,NA,167,142,207,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-21,NA,9,2,24,NA,177,148,224,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-22,NA,10,2,26,NA,188,154,242,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-23,NA,10,2,28,NA,199,161,263,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-24,NA,10,2,31,NA,210,167,286,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-25,NA,10,2,35,NA,222,173,314,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-26,NA,11,2,41,NA,234,178,346,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-27,NA,11,2,47,NA,246,183,386,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-28,NA,11,1,55,NA,259,187,435,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-29,NA,10,1,65,NA,271,191,493,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-04-30,NA,10,1,82,NA,283,193.95000000000005,569,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-05-01,NA,10,0,103,NA,294,196,662,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-05-02,NA,10,0,126,NA,306,198,785.0499999999993,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-05-03,NA,10,0,165,NA,317.5,200,947,4903185,0.1425,0.3652,0.4636,0.5778
Alabama,2020-05-04,NA,10,0,213,NA,329,202,1146.1499999999978,4903185,0.1425,0.3652,0.4636,0.5778
