date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7
2020-02-29,1,1,1,1,1,1,1,1,NA
2020-03-01,0,0,0,0,1,1,1,1,NA
2020-03-02,5,5,5,5,6,6,6,6,NA
2020-03-03,1,1,1,1,7,7,7,7,2
2020-03-04,4,4,4,4,11,11,11,11,2.28571428571429
2020-03-05,1,1,1,1,12,12,12,12,2.85714285714286
2020-03-06,2,2,2,2,14,14,14,14,2.28571428571429
2020-03-07,3,3,3,3,17,17,17,17,3
2020-03-08,4,4,4,4,21,21,21,21,3
2020-03-09,1,1,1,1,22,22,22,22,4.42857142857143
2020-03-10,6,6,6,6,28,28,28,28,5.42857142857143
2020-03-11,4,4,4,4,32,32,32,32,6.14285714285714
2020-03-12,11,11,11,11,43,43,43,43,7.42857142857143
2020-03-13,9,9,9,9,52,52,52,52,11.2857142857143
2020-03-14,8,8,8,8,56,56,56,56,15.2857142857143
2020-03-15,13,13,13,13,72,72,72,72,22.8571428571429
2020-03-16,28,28,28,28,100,100,100,100,32.2857142857143
2020-03-17,34,34,34,34,134,134,134,134,45.1428571428571
2020-03-18,57,57,57,57,191,191,191,191,56.8571428571428
2020-03-19,77,77,77,77,268,268,268,268,75.4285714285714
2020-03-20,99,99,99,99,358,358,358,358,97.5714285714286
2020-03-21,90,90,90,90,454,454,454,454,126.285714285714
2020-03-22,143,143,143,143,597,597,597,597,162.571428571429
2020-03-23,183,183,183,183,780,780,780,780,209.857142857143
2020-03-24,235,235,235,235,1015,1015,1015,1015,273.571428571428
2020-03-25,311,311,311,311,1325,1325,1325,1325,351.714285714286
2020-03-26,408,408,408,408,1713,1713,1713,1713,420.571428571429
2020-03-27,545,545,545,545,2277,2277,2277,2277,509.857142857143
2020-03-28,637,637,637,637,2914,2914,2914,2914,649.571428571429
2020-03-29,625,625,625,625,3539,3539,3539,3539,778.571428571429
2020-03-30,808,808,808,808,4327,4327,4327,4327,943.285714285714
2020-03-31,1213,1213,1213,1213,5555,5555,5555,5555,1050.28571428571
2020-04-01,1214,1214,1214,1214,6769,6769,6769,6769,1139.71428571429
2020-04-02,1561,1561,1561,1561,8330,8330,8330,8330,1251.57142857143
