msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
"Abilene, TX",2020-04-04,1,0,1,1,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-05,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-06,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-07,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-08,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-09,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-10,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-11,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-12,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-13,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-14,0,0,0,0,1,1,1,1,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-15,1,0,1,1,2,2,2,2,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-16,0,0,0,0,2,2,2,2,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-17,0,0,0,0,2,2,2,2,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-18,0,0,0,0,2,2,2,2,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-19,0,0,0,0,2,2,2,2,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-20,0,0,0,0,2,2,2,2,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-21,1,0,1,1,3,3,3,3,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-23,1,0,1,1,3,4,4,4,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-24,NA,0,0,1.4285714285714286,NA,4,4,5.428571428571429,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-25,NA,0,0,1.4285714285714286,NA,4.285714285714286,4,6.142857142857142,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-26,NA,0,0,1.4285714285714286,NA,4.714285714285714,4,6.857142857142857,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-27,NA,0,0,1.4285714285714286,NA,4.714285714285714,4,7.578571428571454,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-28,NA,0,0,1.4285714285714286,NA,5,4,8.571428571428571,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-29,NA,0,0,1.4285714285714286,NA,5.428571428571429,4,9.571428571428571,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-04-30,NA,0,0,1.7142857142857144,NA,5.714285714285714,4,10.571428571428571,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-01,NA,0,0,1.7142857142857144,NA,6.142857142857143,4,11.857142857142858,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-02,NA,0.2857142857142857,0,2.142857142857143,NA,6.428571428571429,4.285714285714286,13.142857142857142,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-03,NA,0.2857142857142857,0,2.142857142857143,NA,7,4.285714285714286,14.435714285714313,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-04,NA,0.2857142857142857,0,2.4285714285714284,NA,7.428571428571429,4.285714285714286,16.142857142857142,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-05,NA,0.2857142857142857,0,2.7142857142857144,NA,8,4.571428571428571,18,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-06,NA,0.2857142857142857,0,3,NA,8.571428571428571,4.714285714285714,20.285714285714285,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-07,NA,0.7142857142857143,0,3.428571428571429,NA,9.285714285714286,4.714285714285714,23.150000000000023,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-08,NA,0.7142857142857143,0,3.857142857142857,NA,10,5,25.857142857142858,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-09,NA,0.7142857142857143,0,4.428571428571429,NA,10.714285714285715,5.142857142857142,29.142857142857142,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-10,NA,0.7142857142857143,0,5,NA,11.714285714285715,5.428571428571429,33.43571428571431,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-11,NA,0.7142857142857143,0,5.714285714285714,NA,12.714285714285715,5.571428571428571,38.00714285714288,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-12,NA,1,0,7.142857142857143,NA,14,5.714285714285714,44.57857142857145,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-13,NA,1,0,9,NA,15.285714285714285,6.142857142857143,52,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-14,NA,1.4285714285714286,0,10.428571428571429,NA,16.785714285714285,6.428571428571429,62,172060,0.118,0.1705,0.2037,0.2825
"Abilene, TX",2020-05-15,NA,1.5714285714285714,0,13,NA,18.714285714285715,6.857142857142858,73.71428571428571,172060,0.118,0.1705,0.2037,0.2825
"Akron, OH",2020-03-27,3,0.7142857142857143,3,3,3,3,3,3,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-03-28,1,0.7142857142857143,1,1,4,4,4,4,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-03-29,1,0.7142857142857143,1,1,5,5,5,5,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-03-30,1,1,1,1,6,6,6,6,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-03-31,0,1,0,0,6,6,6,6,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-01,2,1.2857142857142856,2,2,8,8,8,8,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-02,1,1.4285714285714286,1,1,9,9,9,9,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-03,1,1.5714285714285714,1,1,10,10,10,10,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-04,0,1.1428571428571428,0,0,10,10,10,10,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-05,3,1.2857142857142856,3,3,13,13,13,13,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-06,2,1.7142857142857144,2,2,15,15,15,15,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-07,4,1.7142857142857144,4,4,19,19,19,19,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-08,1,1.8571428571428572,1,1,20,20,20,20,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-09,6,2,6,6,26,26,26,26,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-10,1,2,1,1,27,27,27,27,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-11,1,1.4285714285714286,1,1,28,28,28,28,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-12,1,1.4285714285714286,1,1,29,29,29,29,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-13,3,2.2857142857142856,3,3,32,32,32,32,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-14,3,2.2857142857142856,3,3,35,35,35,35,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-15,2,2.4285714285714284,2,2,37,37,37,37,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-16,3,2.4285714285714284,3,3,40,40,40,40,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-17,1,2.7142857142857144,1,1,41,41,41,41,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-18,3,2,3,3,44,44,44,44,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-19,1,2,1,1,45,45,45,45,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-20,3,3.142857142857143,3,3,48,48,48,48,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-21,10,3.2857142857142856,10,10,58,58,58,58,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-22,3,3.571428571428571,3,3,61,61,61,61,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-23,2,3.7142857142857144,2,2,63,63,63,63,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-24,NA,3.428571428571429,0.7142857142857143,9.285714285714285,NA,66.42857142857143,63.714285714285715,72.28571428571428,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-25,NA,3.7142857142857144,0.7142857142857143,10,NA,70.57142857142857,65.57142857142857,79.57142857142857,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-26,NA,3.857142857142857,0.7142857142857143,10.571428571428571,NA,74.85714285714286,68,87.14285714285714,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-27,NA,3.857142857142857,0.7142857142857143,11.000000000000002,NA,79.42857142857143,70.28571428571429,95,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-28,NA,4,0.8571428571428571,11.714285714285714,NA,83.85714285714286,72.85714285714286,103.14285714285714,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-29,NA,4.142857142857143,0.8571428571428571,12.142857142857142,NA,88.57142857142857,75.28571428571429,112.57142857142857,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-04-30,NA,4.285714285714286,0.7142857142857143,12.857142857142858,NA,93.42857142857143,77.85714285714286,122.14285714285714,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-05-01,NA,4.428571428571429,0.8571428571428571,13.142857142857144,NA,98.42857142857143,80.28571428571429,132,703479,0.41,0.5272,0.601,0.7223
"Akron, OH",2020-05-02,NA,4.428571428571429,0.7142857142857143,14.142857142857142,NA,103.42857142857143,82.71428571428571,142.57142857142858,703479,0.41,0.5272,0.601,0.7223
