date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
2020-03-01,2,2,2,2,2,2,2,2,0.996,0.996,0.996,0.996
2020-03-02,3,3,3,3,5,5,5,5,0.996,0.996,0.996,0.996
2020-03-03,4,4,4,4,9,9,9,9,0.996,0.996,0.996,0.996
2020-03-04,1,1,1,1,10,10,10,10,0.996,0.996,0.996,0.996
2020-03-05,0,0,0,0,10,10,10,10,0.996,0.996,0.996,0.996
2020-03-06,1,1,1,1,11,11,11,11,0.996,0.996,0.996,0.996
2020-03-07,4,4,4,4,15,15,15,15,0.996,0.996,0.996,0.996
2020-03-08,3,3,3,3,18,18,18,18,0.996,0.996,0.996,0.996
2020-03-09,3,3,3,3,21,21,21,21,0.996,0.996,0.996,0.996
2020-03-10,3,3,3,3,24,24,24,24,0.996,0.996,0.996,0.996
2020-03-11,5,5,5,5,29,29,29,29,0.996,0.996,0.996,0.996
2020-03-12,4,4,4,4,33,33,33,33,0.996,0.996,0.996,0.996
2020-03-13,6,6,6,6,39,39,39,39,0.996,0.996,0.996,0.996
2020-03-14,3,3,3,3,42,42,42,42,0.996,0.996,0.996,0.996
2020-03-15,7,7,7,7,49,49,49,49,0.996,0.996,0.996,0.996
2020-03-16,13,13,13,13,62,62,62,62,0.996,0.996,0.996,0.996
2020-03-17,20,20,20,20,82,82,82,82,0.996,0.996,0.996,0.996
2020-03-18,33,33,33,33,115,115,115,115,0.996,0.996,0.996,0.996
2020-03-19,43,43,43,43,158,158,158,158,0.996,0.996,0.996,0.996
2020-03-20,57,57,57,57,215,215,215,215,0.996,0.996,0.996,0.996
2020-03-21,71,71,71,71,286,286,286,286,0.996,0.996,0.996,0.996
2020-03-22,87,87,87,87,373,373,373,373,0.996,0.996,0.996,0.996
2020-03-23,114,114,114,114,487,487,487,487,0.996,0.996,0.996,0.996
2020-03-24,196,196,196,196,683,683,683,683,0.996,0.996,0.996,0.996
2020-03-25,251,251,251,251,934,934,934,934,0.996,0.996,0.996,0.996
2020-03-26,279,279,279,279,1213,1213,1213,1213,0.996,0.996,0.996,0.996
2020-03-27,370,370,370,370,1583,1583,1583,1583,0.996,0.996,0.996,0.996
2020-03-28,487,487,487,487,2070,2070,2070,2070,0.996,0.996,0.996,0.996
2020-03-29,273,273,273,273,2343,2343,2343,2343,0.996,0.996,0.996,0.996
2020-03-30,489,489,489,489,2832,2832,2832,2832,0.996,0.996,0.996,0.996
2020-03-31,725,725,725,725,3557,3557,3557,3557,0.996,0.996,0.996,0.996
2020-04-01,915,915,915,915,4472,4472,4472,4472,0.996,0.996,0.996,0.996
2020-04-02,960,960,960,960,5432,5432,5432,5432,0.996,0.996,0.996,0.996
2020-04-03,1630,1630,1630,1630,7062,7062,7062,7062,0.996,0.996,0.996,0.996
2020-04-04,1366,1366,1366,1366,8428,8428,8428,8428,0.996,0.996,0.996,0.996
2020-04-05,1153,1153,1153,1153,9581,9581,9581,9581,0.996,0.996,0.996,0.996
2020-04-06,2048,2048,2048,2048,11629,11629,11629,11629,0.996,0.996,0.996,0.996
2020-04-07,1249,1249,1249,1249,12878,12878,12878,12878,0.996,0.996,0.996,0.996
2020-04-08,1834,1834,1834,1834,14712,14712,14712,14712,0.996,0.996,0.996,0.996
2020-04-09,1888,1888,1888,1888,16600,16600,16600,16600,0.996,0.996,0.996,0.996
2020-04-10,2028,2028,2028,2028,18628,18628,18628,18628,0.996,0.996,0.996,0.996
2020-04-11,1860,1860,1860,1860,20488,20488,20488,20488,0.996,0.996,0.996,0.996
2020-04-12,1477,1477,1477,1477,21965,21965,21965,21965,0.996,0.996,0.996,0.996
2020-04-13,1549,1549,1549,1549,23514,23514,23514,23514,0.996,0.996,0.996,0.996
2020-04-14,2473,2473,2473,2473,25987,25987,25987,25987,0.996,0.996,0.996,0.996
2020-04-15,2498,2498,2498,2498,28485,28485,28485,28485,0.996,0.996,0.996,0.996
2020-04-16,2201,2201,2201,2201,30686,30686,30686,30686,0.996,0.996,0.996,0.996
2020-04-17,2091,2091,2091,2091,32777,32777,32777,32777,0.996,0.996,0.996,0.996
2020-04-18,1842,1842,1842,1842,34619,34619,34619,34619,0.996,0.996,0.996,0.996
2020-04-19,1402,1402,1402,1402,36021,36021,36021,36021,0.996,0.996,0.996,0.996
2020-04-20,1685,1685,1685,1685,37706,37706,37706,37706,0.996,0.996,0.996,0.996
2020-04-21,2520,2520,2520,2520,40226,40226,40226,40226,0.996,0.996,0.996,0.996
2020-04-22,2179,2179,2179,2179,42405,42405,42405,42405,0.996,0.996,0.996,0.996
2020-04-23,2024,2024,2024,2024,44429,44429,44429,44429,0.996,0.996,0.996,0.996
2020-04-24,1980,1980,1980,1980,46409,46409,46409,46409,0.996,0.996,0.996,0.996
2020-04-25,1813,1813,1813,1813,48222,48222,48222,48222,0.996,0.996,0.996,0.996
2020-04-26,1150,1150,1150,1150,49372,49372,49372,49372,0.996,0.996,0.996,0.996
2020-04-27,NA,1764.5,1439.9857142857143,2183.585714285714,NA,51136.5,50811.985714285714,51555.58571428571,0.996,0.996,0.996,0.996
2020-04-28,NA,1680.3571428571427,1368.4214285714286,2107.0071428571428,NA,52826.57142857143,52284.41428571429,53526.328571428574,0.996,0.996,0.996,0.996
2020-04-29,NA,1604.142857142857,1281.4142857142856,2030.5714285714287,NA,54437.857142857145,53666.55714285714,55439.59285714286,0.996,0.996,0.996,0.996
2020-04-30,NA,1508.0714285714284,1199.142857142857,1935.3071428571427,NA,55958.28571428572,54943.42857142857,57267.42857142857,0.996,0.996,0.996,0.996
2020-05-01,NA,1419.5714285714287,1103.7142857142858,1854.8785714285711,NA,57377.78571428571,56129.41428571429,59024.457142857136,0.996,0.996,0.996,0.996
2020-05-02,NA,1334.4285714285713,1021,1774.442857142857,NA,58722.07142857143,57206.792857142864,60711.46428571429,0.996,0.996,0.996,0.996
2020-05-03,NA,1252.2857142857142,944.25,1698.7214285714285,NA,59985.78571428571,58196.85,62335.18571428571,0.996,0.996,0.996,0.996
2020-05-04,NA,1167,852.4285714285714,1624.8785714285711,NA,61161.78571428571,59086.96428571428,63890.135714285716,0.996,0.996,0.996,0.996
2020-05-05,NA,1085.2857142857142,773.7,1546.7142857142858,NA,62254.5,59914.1,65403.75714285714,0.996,0.996,0.996,0.996
2020-05-06,NA,1005.2142857142857,693.5714285714286,1483.2999999999997,NA,63269.28571428571,60636.27142857143,66807.9357142857,0.996,0.996,0.996,0.996
2020-05-07,NA,937.3571428571429,627.2785714285714,1420.1499999999999,NA,64211.142857142855,61294.792857142864,68187.05,0.996,0.996,0.996,0.996
2020-05-08,NA,871.2142857142858,563.1428571428571,1367.4857142857136,NA,65089.21428571429,61882.27857142858,69518.07142857143,0.996,0.996,0.996,0.996
2020-05-09,NA,806.5714285714286,508.85,1322.8714285714284,NA,65906.35714285713,62422.678571428565,70785.02142857142,0.996,0.996,0.996,0.996
2020-05-10,NA,758.6428571428571,456.2714285714286,1275.4428571428568,NA,66669,62911.65714285714,72028.33571428571,0.996,0.996,0.996,0.996
2020-05-11,NA,703,409.42857142857144,1241.8785714285711,NA,67383.92857142857,63338.828571428574,73244.2,0.996,0.996,0.996,0.996
2020-05-12,NA,661.2857142857143,369.57142857142856,1215.7214285714285,NA,68056.71428571429,63738.57142857143,74411.07142857143,0.996,0.996,0.996,0.996
2020-05-13,NA,618.7142857142858,331.4214285714286,1200.1499999999999,NA,68681.57142857142,64100.23571428572,75547.26428571426,0.996,0.996,0.996,0.996
2020-05-14,NA,585,297.99285714285713,1191.7428571428568,NA,69270.85714285714,64427.19285714286,76641.52142857142,0.996,0.996,0.996,0.996
2020-05-15,NA,552.4285714285714,274,1194.292857142857,NA,69826.21428571429,64715.81428571428,77767.76428571428,0.996,0.996,0.996,0.996
2020-05-16,NA,525.7857142857143,249.1357142857143,1206.4785714285708,NA,70369.42857142858,64990.43571428571,78925.92142857143,0.996,0.996,0.996,0.996
2020-05-17,NA,505.2857142857143,227.71428571428572,1224.7142857142858,NA,70887.35714285714,65236.07142857143,80086.17142857143,0.996,0.996,0.996,0.996
2020-05-18,NA,482,206.70714285714288,1253.0428571428565,NA,71390,65439.81428571428,81244.75714285712,0.996,0.996,0.996,0.996
