date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
2020-03-01,2,1,2,2,2,2,2,2,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-02,3,1,3,3,5,5,5,5,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-03,4,1,4,4,9,9,9,9,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-04,1,1,1,1,10,10,10,10,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-05,0,2,0,0,10,10,10,10,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-06,1,2,1,1,11,11,11,11,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-07,4,2,4,4,15,15,15,15,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-08,3,2,3,3,18,18,18,18,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-09,3,2,3,3,21,21,21,21,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-10,3,3,3,3,24,24,24,24,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-11,5,3,5,5,29,29,29,29,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-12,4,3,4,4,33,33,33,33,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-13,6,4,6,6,39,39,39,39,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-14,3,5,3,3,42,42,42,42,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-15,7,10,7,7,49,49,49,49,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-16,13,14,13,13,62,62,62,62,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-17,20,22,20,20,82,82,82,82,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-18,33,29,33,33,115,115,115,115,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-19,43,47,43,43,158,158,158,158,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-20,58,63,58,58,216,216,216,216,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-21,70,77,70,70,286,286,286,286,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-22,88,99,88,88,374,374,374,374,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-23,109,128,109,109,483,483,483,483,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-24,200,166,200,200,683,683,683,683,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-25,252,212,252,252,935,935,935,935,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-26,278,269,278,278,1213,1213,1213,1213,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-27,371,334,371,371,1584,1584,1584,1584,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-28,486,411,486,486,2070,2070,2070,2070,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-29,272,495,272,272,2342,2342,2342,2342,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-30,495,595,495,495,2837,2837,2837,2837,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-03-31,720,716,720,720,3557,3557,3557,3557,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-01,915,837,915,915,4472,4472,4472,4472,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-02,960,956,960,960,5432,5432,5432,5432,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-03,1630,1090,1630,1630,7062,7062,7062,7062,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-04,1366,1213,1366,1366,8428,8428,8428,8428,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-05,1154,1347,1154,1154,9582,9582,9582,9582,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-06,2048,1452,2048,2048,11630,11630,11630,11630,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-07,1249,1552.5,1249,1249,12879,12879,12879,12879,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-08,1835,1644,1835,1835,14714,14714,14714,14714,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-09,1897,1747,1897,1897,16611,16611,16611,16611,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-10,2029,1839,2029,2029,18640,18640,18640,18640,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-11,1860,1913,1860,1860,20500,20500,20500,20500,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-12,1477,1994,1477,1477,21977,21977,21977,21977,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-13,1548,2077,1548,1548,23525,23525,23525,23525,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-14,2473,2143,2473,2473,25998,25998,25998,25998,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-15,2498,2202,2498,2498,28496,28496,28496,28496,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-16,2204,2248,2204,2204,30700,30700,30700,30700,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-17,NA,2296,1682.95,3246.0499999999993,NA,32996,32382.95,33946.05,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-18,NA,2345,1680,3418.0999999999985,NA,35386,34265.95,37067.100000000006,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-19,NA,2366,1653,3581,NA,37782,36107,40317.09999999999,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-20,NA,2356,1598.95,3741,NA,40163,37860.95,43739.05,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-21,NA,2322.5,1511,3906.0499999999993,NA,42531,39509.95,47344.1,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-22,NA,2256,1406.9,4000.0499999999993,NA,44812.5,41029.899999999994,51113.09999999999,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-23,NA,2161.5,1275,4173.149999999998,NA,46996.5,42411,55016.1,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-24,NA,2052,1148,4283.0999999999985,NA,49075,43627.8,59114.149999999994,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-25,NA,1921,1011,4387.0999999999985,NA,51022.5,44697.950000000004,63273.2,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-26,NA,1785,860,4503.149999999998,NA,52855.5,45636.9,67534.44999999998,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-27,NA,1628,736,4561.049999999999,NA,54486.5,46453.95,72029.25,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-28,NA,1484,605.95,4706.0999999999985,NA,56008.5,47134.75,76665.14999999997,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-29,NA,1326.5,499,4738,NA,57360.5,47708.700000000004,81426.94999999995,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-04-30,NA,1175,389,4935.299999999996,NA,58585.5,48156.700000000004,86073.64999999998,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-01,NA,1026,301.95000000000005,5105.049999999999,NA,59658,48544,91065.14999999997,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-02,NA,895,229,5371.499999999993,NA,60602.5,48817.85,96791.15,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-03,NA,776,169,5926.549999999992,NA,61423.5,49024.95,102697.44999999998,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-04,NA,655,122,6725.899999999987,NA,62218.5,49207.850000000006,108875.94999999992,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-05,NA,552.5,85,7602.549999999992,NA,62854,49343,116558.15000000001,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-06,NA,467,61,8856.299999999996,NA,63430.5,49447.5,125310.5499999999,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
2020-05-07,NA,387,41,10621.64999999999,NA,63900,49523.4,136478.89999999985,0.2629166666666667,0.81075,0.8551666666666666,0.8659166666666667
