msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population
"Baltimore-Columbia-Towson, MD",2020-03-27,0,1.7142857142857144,0,0,2,2,2,2,4220913
"Baltimore-Columbia-Towson, MD",2020-03-28,0,2,0,0,2,2,2,2,4220913
"Baltimore-Columbia-Towson, MD",2020-03-29,4,1.8571428571428572,4,4,6,6,6,6,4220913
"Baltimore-Columbia-Towson, MD",2020-03-30,2,2.142857142857143,2,2,8,8,8,8,4220913
"Baltimore-Columbia-Towson, MD",2020-03-31,3,3.428571428571429,3,3,11,11,11,11,4220913
"Baltimore-Columbia-Towson, MD",2020-04-01,0,4,0,0,11,11,11,11,4220913
"Baltimore-Columbia-Towson, MD",2020-04-02,8,4.857142857142857,8,8,19,19,19,19,4220913
"Baltimore-Columbia-Towson, MD",2020-04-03,6,5.428571428571429,6,6,25,25,25,25,4220913
"Baltimore-Columbia-Towson, MD",2020-04-04,10,6.285714285714286,10,10,35,35,35,35,4220913
"Baltimore-Columbia-Towson, MD",2020-04-05,8,5,8,8,43,43,43,43,4220913
"Baltimore-Columbia-Towson, MD",2020-04-06,16,5.7142857142857135,16,16,59,59,59,59,4220913
"Baltimore-Columbia-Towson, MD",2020-04-07,8,9.428571428571429,8,8,67,67,67,67,4220913
"Baltimore-Columbia-Towson, MD",2020-04-08,12,10.571428571428571,12,12,79,79,79,79,4220913
"Baltimore-Columbia-Towson, MD",2020-04-09,12,11.428571428571427,12,12,91,91,91,91,4220913
"Baltimore-Columbia-Towson, MD",2020-04-10,25,12.857142857142858,25,25,116,116,116,116,4220913
"Baltimore-Columbia-Towson, MD",2020-04-11,31,14.285714285714285,31,31,147,147,147,147,4220913
"Baltimore-Columbia-Towson, MD",2020-04-12,20,9.571428571428573,20,20,167,167,167,167,4220913
"Baltimore-Columbia-Towson, MD",2020-04-13,12,10.142857142857142,12,12,179,179,179,179,4220913
"Baltimore-Columbia-Towson, MD",2020-04-14,31,17.857142857142858,31,31,210,210,210,210,4220913
"Baltimore-Columbia-Towson, MD",2020-04-15,1,18.857142857142858,1,1,211,211,211,211,4220913
"Baltimore-Columbia-Towson, MD",2020-04-16,5,20.42857142857143,5,5,216,216,216,216,4220913
"Baltimore-Columbia-Towson, MD",2020-04-17,4,21.357142857142858,4,4,220,220,220,220,4220913
"Baltimore-Columbia-Towson, MD",2020-04-18,44,22.42857142857143,44,44,264,264,264,264,4220913
"Baltimore-Columbia-Towson, MD",2020-04-19,32,13.714285714285714,32,32,296,296,296,296,4220913
"Baltimore-Columbia-Towson, MD",2020-04-20,12,14.428571428571429,12,12,308,308,308,308,4220913
"Baltimore-Columbia-Towson, MD",2020-04-21,31,26.714285714285715,31,31,339,339,339,339,4220913
"Baltimore-Columbia-Towson, MD",2020-04-22,35,27.5,35,35,374,374,374,374,4220913
"Baltimore-Columbia-Towson, MD",2020-04-23,20,29,20,20,394,394,394,394,4220913
"Baltimore-Columbia-Towson, MD",2020-04-24,20,30.57142857142857,20,20,414,414,414,414,4220913
"Baltimore-Columbia-Towson, MD",2020-04-25,36,31.285714285714285,36,36,450,450,450,450,4220913
"Baltimore-Columbia-Towson, MD",2020-04-26,7,17.285714285714285,7,7,457,457,457,457,4220913
"Baltimore-Columbia-Towson, MD",2020-04-27,57,18.142857142857142,57,57,514,514,514,514,4220913
"Baltimore-Columbia-Towson, MD",2020-04-28,37,34.142857142857146,37,37,551,551,551,551,4220913
"Baltimore-Columbia-Towson, MD",2020-04-29,51,35.42857142857143,51,51,602,602,602,602,4220913
"Baltimore-Columbia-Towson, MD",2020-04-30,43,36.07142857142857,43,43,645,645,645,645,4220913
"Baltimore-Columbia-Towson, MD",2020-05-01,20,36.42857142857143,20,20,665,665,665,665,4220913
"Baltimore-Columbia-Towson, MD",2020-05-02,49,36.71428571428571,49,49,714,714,714,714,4220913
"Baltimore-Columbia-Towson, MD",2020-05-03,24,19.42857142857143,24,24,738,738,738,738,4220913
"Baltimore-Columbia-Towson, MD",2020-05-04,16,19.285714285714285,16,16,754,754,754,754,4220913
"Baltimore-Columbia-Towson, MD",2020-05-05,35,37.57142857142857,35,35,789,789,789,789,4220913
"Baltimore-Columbia-Towson, MD",2020-05-06,34,38.35714285714286,34,34,823,823,823,823,4220913
"Baltimore-Columbia-Towson, MD",2020-05-07,35,38.14285714285714,35,35,858,858,858,858,4220913
"Baltimore-Columbia-Towson, MD",2020-05-08,37,37.285714285714285,37,37,895,895,895,895,4220913
"Baltimore-Columbia-Towson, MD",2020-05-09,39,38.285714285714285,39,39,934,934,934,934,4220913
"Baltimore-Columbia-Towson, MD",2020-05-10,28,19.714285714285715,28,28,962,962,962,962,4220913
"Baltimore-Columbia-Towson, MD",2020-05-11,15,19,15,15,977,977,977,977,4220913
"Baltimore-Columbia-Towson, MD",2020-05-12,45,38.142857142857146,45,45,1022,1022,1022,1022,4220913
"Baltimore-Columbia-Towson, MD",2020-05-13,55,37.857142857142854,55,55,1077,1077,1077,1077,4220913
"Baltimore-Columbia-Towson, MD",2020-05-14,31,37.71428571428571,31,31,1108,1108,1108,1108,4220913
"Baltimore-Columbia-Towson, MD",2020-05-15,25,36.85714285714286,25,25,1133,1133,1133,1133,4220913
"Baltimore-Columbia-Towson, MD",2020-05-16,39,36.285714285714285,39,39,1172,1172,1172,1172,4220913
"Baltimore-Columbia-Towson, MD",2020-05-17,30,18.214285714285715,30,30,1202,1202,1202,1202,4220913
"Baltimore-Columbia-Towson, MD",2020-05-18,23,18.214285714285715,23,23,1225,1225,1225,1225,4220913
"Baltimore-Columbia-Towson, MD",2020-05-19,30,34.85714285714286,30,30,1255,1255,1255,1255,4220913
"Baltimore-Columbia-Towson, MD",2020-05-20,45,34,45,45,1300,1300,1300,1300,4220913
"Baltimore-Columbia-Towson, MD",2020-05-21,25,33.285714285714285,25,25,1325,1325,1325,1325,4220913
"Baltimore-Columbia-Towson, MD",2020-05-22,29,32.07142857142857,29,29,1354,1354,1354,1354,4220913
"Baltimore-Columbia-Towson, MD",2020-05-23,38,31,38,38,1392,1392,1392,1392,4220913
"Baltimore-Columbia-Towson, MD",2020-05-24,11,15.857142857142858,11,11,1403,1403,1403,1403,4220913
"Baltimore-Columbia-Towson, MD",2020-05-25,27,15.5,27,27,1430,1430,1430,1430,4220913
"Baltimore-Columbia-Towson, MD",2020-05-26,18,28.428571428571427,18,18,1448,1448,1448,1448,4220913
"Baltimore-Columbia-Towson, MD",2020-05-27,28,27.285714285714285,28,28,1476,1476,1476,1476,4220913
"Baltimore-Columbia-Towson, MD",2020-05-28,15,26.142857142857142,15,15,1491,1491,1491,1491,4220913
"Baltimore-Columbia-Towson, MD",2020-05-29,48,24.857142857142858,48,48,1539,1539,1539,1539,4220913
"Baltimore-Columbia-Towson, MD",2020-05-30,30,24.142857142857142,30,30,1569,1569,1569,1569,4220913
"Baltimore-Columbia-Towson, MD",2020-05-31,21,12.571428571428571,21,21,1590,1590,1590,1590,4220913
"Baltimore-Columbia-Towson, MD",2020-06-01,21,12.142857142857142,21,21,1611,1611,1611,1611,4220913
"Baltimore-Columbia-Towson, MD",2020-06-02,26,20.57142857142857,26,26,1637,1637,1637,1637,4220913
"Baltimore-Columbia-Towson, MD",2020-06-03,25,20.142857142857142,25,25,1662,1662,1662,1662,4220913
"Baltimore-Columbia-Towson, MD",2020-06-04,23,19,23,23,1685,1685,1685,1685,4220913
"Baltimore-Columbia-Towson, MD",2020-06-05,NA,25.46920736264852,7.290353038756125,64.02670093696717,NA,1710.4692073626486,1692.2903530387562,1749.0267009369672,4220913
"Baltimore-Columbia-Towson, MD",2020-06-05,NA,15.428571428571427,2.4285714285714284,55.57142857142857,NA,1700.4285714285713,1687.4285714285713,1740.5714285714287,4220913
"Baltimore-Columbia-Towson, MD",2020-06-06,NA,24.50637360093643,7.955856894164932,61.916131378060626,NA,1737.8269160104333,1710.4250642568136,1790.90566607674,4220913
"Baltimore-Columbia-Towson, MD",2020-06-07,NA,24.3948748860727,7.253186800468215,59.19386179841842,NA,1765.0359597050665,1727.3765035612478,1824.9393438812544,4220913
"Baltimore-Columbia-Towson, MD",2020-06-08,NA,24.060378741481507,7.216020562180304,59.098474135726605,NA,1789.8024969740184,1747.3821493120988,1860.9111374059025,4220913
"Baltimore-Columbia-Towson, MD",2020-06-09,NA,23.134711218057326,6.439017991907766,57.744378505189914,NA,1815.3814588346438,1764.907018821335,1895.644225060395,4220913
"Baltimore-Columbia-Towson, MD",2020-06-10,NA,22.911713788329866,7.104521847316573,58.352590092152,NA,1841.18167390811,1785.3542418419104,1932.2389556881099,4220913
"Baltimore-Columbia-Towson, MD",2020-06-11,NA,22.39313066918591,7.030189370740753,56.53749212763437,NA,1865.4633058624322,1804.134857429431,1959.1018097757105,4220913
"Baltimore-Columbia-Towson, MD",2020-06-12,NA,21.800215073466134,6.290353038756125,56.017164791603626,NA,1889.5962728636027,1821.973167897142,1993.0033900593555,4220913
"Baltimore-Columbia-Towson, MD",2020-06-13,NA,21.46571892887494,6.178854323892394,52.31449469790691,NA,1913.6903294095985,1842.0115622965504,2022.1731810137312,4220913
"Baltimore-Columbia-Towson, MD",2020-06-14,NA,20.61438388202658,6.216020562180304,50.718905729343156,NA,1935.9533782447766,1858.2206059911834,2050.5484564138583,4220913
"Baltimore-Columbia-Towson, MD",2020-06-15,NA,19.688716358602402,6.141688085604484,50.47723796962738,NA,1957.7350101990987,1876.537659966907,2079.0926972189845,4220913
"Baltimore-Columbia-Towson, MD",2020-06-16,NA,19.50288516716285,5.364685515331946,47.4959082996157,NA,1978.9033992216707,1891.7280333315516,2105.3603649497654,4220913
"Baltimore-Columbia-Towson, MD",2020-06-17,NA,19.3170539757233,5.327519277044035,47.529586104130026,NA,1997.7407805334246,1906.5459895790489,2133.027623510508,4220913
"Baltimore-Columbia-Towson, MD",2020-06-18,NA,17.688716358602406,5.253186800468215,43.93841472529704,NA,2018.6490058879808,1921.494869605667,2155.6351341315685,4220913
"Baltimore-Columbia-Towson, MD",2020-06-19,NA,17.540051405450765,5.253186800468215,43.049913440160765,NA,2036.3934716040153,1939.1066942098769,2177.3445030645435,4220913
"Baltimore-Columbia-Towson, MD",2020-06-20,NA,16.651550120314493,4.513350468483587,41.38185030693557,NA,2055.5618606265866,1955.9219167578692,2202.0910887250243,4220913
"Baltimore-Columbia-Towson, MD",2020-06-21,NA,15.800215073466134,5.178854323892394,41.121686638920195,NA,2072.6762445086133,1971.201049761036,2221.786607529485,4220913
"Baltimore-Columbia-Towson, MD",2020-06-22,NA,14.948880026617775,3.6991816599231386,39.30658867440256,NA,2088.79062839064,1982.7444151785717,2241.40279595506,4220913
"Baltimore-Columbia-Towson, MD",2020-06-23,NA,14.818798192610089,3.6991816599231386,36.53051526008721,NA,2106.6059381494765,1997.8199758162677,2257.9156736476966,4220913
"Baltimore-Columbia-Towson, MD",2020-06-24,NA,14.023212503193596,4.439017991907766,35.529586104130026,NA,2122.257488269791,2010.5469619908038,2278.9723357653493,4220913
"Baltimore-Columbia-Towson, MD",2020-06-25,NA,13.911713788329864,3.6991816599231386,34.566752342417935,NA,2137.9462046283934,2019.666316890958,2297.482197800059,4220913
"Baltimore-Columbia-Towson, MD",2020-06-26,NA,13.134711218057326,3.680685751623524,34.195089959538834,NA,2152.690670344428,2034.0577033432571,2316.9308765208048,4220913
"Baton Rouge, LA",2020-03-23,4,1.2857142857142856,4,4,4,4,4,4,854884
"Baton Rouge, LA",2020-03-24,1,1.4285714285714286,1,1,5,5,5,5,854884
"Baton Rouge, LA",2020-03-25,1,1.5714285714285714,1,1,6,6,6,6,854884
"Baton Rouge, LA",2020-03-26,1,1.7142857142857144,1,1,7,7,7,7,854884
"Baton Rouge, LA",2020-03-27,0,1.8571428571428572,0,0,7,7,7,7,854884
"Baton Rouge, LA",2020-03-28,0,2.142857142857143,0,0,7,7,7,7,854884
"Baton Rouge, LA",2020-03-29,4,1.8571428571428572,4,4,11,11,11,11,854884
"Baton Rouge, LA",2020-03-30,6,2.142857142857143,6,6,17,17,17,17,854884
"Baton Rouge, LA",2020-03-31,2,2.8571428571428568,2,2,19,19,19,19,854884
"Baton Rouge, LA",2020-04-01,0,3.142857142857143,0,0,19,19,19,19,854884
"Baton Rouge, LA",2020-04-02,4,3.5714285714285716,4,4,23,23,23,23,854884
"Baton Rouge, LA",2020-04-03,6,4,6,6,29,29,29,29,854884
"Baton Rouge, LA",2020-04-04,2,4.428571428571428,2,2,31,31,31,31,854884
"Baton Rouge, LA",2020-04-05,15,3.571428571428571,15,15,46,46,46,46,854884
"Baton Rouge, LA",2020-04-06,4,3.7142857142857144,4,4,50,50,50,50,854884
"Baton Rouge, LA",2020-04-07,9,5.857142857142857,9,9,59,59,59,59,854884
"Baton Rouge, LA",2020-04-08,9,6.285714285714286,9,9,68,68,68,68,854884
"Baton Rouge, LA",2020-04-09,7,6.714285714285714,7,7,75,75,75,75,854884
"Baton Rouge, LA",2020-04-10,8,7.285714285714286,8,8,83,83,83,83,854884
"Baton Rouge, LA",2020-04-11,9,7.714285714285714,9,9,92,92,92,92,854884
"Baton Rouge, LA",2020-04-12,9,5.142857142857142,9,9,101,101,101,101,854884
"Baton Rouge, LA",2020-04-13,8,5.428571428571429,8,8,109,109,109,109,854884
"Baton Rouge, LA",2020-04-14,15,9,15,15,124,124,124,124,854884
"Baton Rouge, LA",2020-04-15,8,9,8,8,132,132,132,132,854884
"Baton Rouge, LA",2020-04-16,9,9.285714285714286,9,9,141,141,141,141,854884
"Baton Rouge, LA",2020-04-17,4,9.285714285714285,4,4,145,145,145,145,854884
"Baton Rouge, LA",2020-04-18,10,9.571428571428571,10,10,155,155,155,155,854884
"Baton Rouge, LA",2020-04-19,1,5.7142857142857135,1,1,156,156,156,156,854884
"Baton Rouge, LA",2020-04-20,5,5.857142857142857,5,5,161,161,161,161,854884
"Baton Rouge, LA",2020-04-21,23,9.857142857142858,23,23,184,184,184,184,854884
"Baton Rouge, LA",2020-04-22,11,9.857142857142858,11,11,195,195,195,195,854884
"Baton Rouge, LA",2020-04-23,10,10,10,10,205,205,205,205,854884
"Baton Rouge, LA",2020-04-24,12,10,12,12,217,217,217,217,854884
"Baton Rouge, LA",2020-04-25,13,10,13,13,230,230,230,230,854884
"Baton Rouge, LA",2020-04-26,8,5.571428571428571,8,8,238,238,238,238,854884
"Baton Rouge, LA",2020-04-27,4,5.428571428571429,4,4,242,242,242,242,854884
"Baton Rouge, LA",2020-04-28,9,10,9,9,251,251,251,251,854884
"Baton Rouge, LA",2020-04-29,12,10,12,12,263,263,263,263,854884
"Baton Rouge, LA",2020-04-30,15,9.714285714285715,15,15,278,278,278,278,854884
"Baton Rouge, LA",2020-05-01,10,9.714285714285714,10,10,288,288,288,288,854884
"Baton Rouge, LA",2020-05-02,6,9.571428571428571,6,6,294,294,294,294,854884
"Baton Rouge, LA",2020-05-03,10,5.142857142857142,10,10,304,304,304,304,854884
"Baton Rouge, LA",2020-05-04,4,5.142857142857142,4,4,308,308,308,308,854884
"Baton Rouge, LA",2020-05-05,12,9.285714285714286,12,12,320,320,320,320,854884
"Baton Rouge, LA",2020-05-06,11,9.142857142857142,11,11,331,331,331,331,854884
"Baton Rouge, LA",2020-05-07,12,8.857142857142858,12,12,343,343,343,343,854884
"Baton Rouge, LA",2020-05-08,7,8.857142857142858,7,7,350,350,350,350,854884
"Baton Rouge, LA",2020-05-09,14,8.428571428571429,14,14,364,364,364,364,854884
"Baton Rouge, LA",2020-05-10,6,4.285714285714286,6,6,370,370,370,370,854884
"Baton Rouge, LA",2020-05-11,10,4.142857142857143,10,10,380,380,380,380,854884
"Baton Rouge, LA",2020-05-12,5,7.857142857142857,5,5,385,385,385,385,854884
"Baton Rouge, LA",2020-05-13,9,7.571428571428571,9,9,394,394,394,394,854884
"Baton Rouge, LA",2020-05-14,3,7.428571428571429,3,3,397,397,397,397,854884
"Baton Rouge, LA",2020-05-15,6,7.285714285714285,6,6,403,403,403,403,854884
"Baton Rouge, LA",2020-05-16,8,7.142857142857142,8,8,411,411,411,411,854884
"Baton Rouge, LA",2020-05-17,5,3.428571428571429,5,5,416,416,416,416,854884
"Baton Rouge, LA",2020-05-18,6,3.428571428571429,6,6,422,422,422,422,854884
"Baton Rouge, LA",2020-05-19,6,6.285714285714286,6,6,428,428,428,428,854884
"Baton Rouge, LA",2020-05-20,7,6.142857142857142,7,7,435,435,435,435,854884
"Baton Rouge, LA",2020-05-21,6,5.857142857142857,6,6,441,441,441,441,854884
"Baton Rouge, LA",2020-05-22,0,5.7142857142857135,0,0,441,441,441,441,854884
"Baton Rouge, LA",2020-05-23,0,5.428571428571429,0,0,441,441,441,441,854884
"Baton Rouge, LA",2020-05-24,11,2.7142857142857144,11,11,452,452,452,452,854884
"Baton Rouge, LA",2020-05-25,4,2.571428571428571,4,4,456,456,456,456,854884
"Baton Rouge, LA",2020-05-26,1,4.714285714285714,1,1,457,457,457,457,854884
"Baton Rouge, LA",2020-05-27,5,4.428571428571429,5,5,462,462,462,462,854884
"Baton Rouge, LA",2020-05-28,6,4.285714285714286,6,6,468,468,468,468,854884
"Baton Rouge, LA",2020-05-29,4,3.857142857142857,4,4,472,472,472,472,854884
"Baton Rouge, LA",2020-05-30,4,3.7142857142857144,4,4,476,476,476,476,854884
"Baton Rouge, LA",2020-05-31,1,1.8571428571428572,1,1,477,477,477,477,854884
"Baton Rouge, LA",2020-06-01,0,1.7142857142857144,0,0,477,477,477,477,854884
"Baton Rouge, LA",2020-06-02,4,3.142857142857143,4,4,481,481,481,481,854884
"Baton Rouge, LA",2020-06-03,5,3,5,5,486,486,486,486,854884
"Baton Rouge, LA",2020-06-04,4,2.8571428571428568,4,4,490,490,490,490,854884
"Baton Rouge, LA",2020-06-05,NA,2.5557917679563937,0,10.11158353591279,NA,492.5557917679564,490,500.1115835359128,854884
"Baton Rouge, LA",2020-06-05,NA,2.142857142857143,0,9.285714285714286,NA,492.14285714285717,490,499.2857142857143,854884
"Baton Rouge, LA",2020-06-06,NA,2.5557917679563937,0,10.225017939459065,NA,495.889479419891,490.85193058931884,506.4452711878474,854884
"Baton Rouge, LA",2020-06-07,NA,2.5557917679563937,0,9.889479419890986,NA,499.0750976611444,492.3336876519346,511.77895883978204,854884
"Baton Rouge, LA",2020-06-08,NA,2.4817570626157925,0,9.741410009209783,NA,501.77895883978204,493.889479419891,516.3092457037316,854884
"Baton Rouge, LA",2020-06-09,NA,2.407722357275192,0,9.667375303869182,NA,504.8905423756948,495.2972017771662,521.7049241344414,854884
"Baton Rouge, LA",2020-06-10,NA,2.3336876519345906,0,9.51930589318798,NA,507.928091206267,496.85299354512256,526.484670886053,854884
"Baton Rouge, LA",2020-06-11,NA,2.2596529465939894,0,9.371236482506777,NA,510.4098482688828,498.8165076703542,530.1885320646907,854884
"Baton Rouge, LA",2020-06-12,NA,2.1856182412533887,0,8.593340598528581,NA,513.2993276887737,500.2964138653365,534.1126464917165,854884
"Baton Rouge, LA",2020-06-13,NA,2.1856182412533887,0,8.447122055480866,NA,515.6700326933786,502.11370944752036,538.8905423756948,854884
"Baton Rouge, LA",2020-06-14,NA,2.1856182412533887,0,8.297201777166176,NA,517.9667029926429,503.447397099455,542.2607159023978,854884
"Baton Rouge, LA",2020-06-15,NA,2.1115835359127875,0,8.150983234118463,NA,520.226355939237,505.26284181400536,546.2607159023978,854884
"Baton Rouge, LA",2020-06-16,NA,1.9635141252315853,0,7.927028250463171,NA,522.893731243106,506.59652946593997,550.2260808952628,854884
"Baton Rouge, LA",2020-06-17,NA,1.4817570626157925,0,7.223167071825575,NA,524.5975924217437,507.7821477071933,552.6721399949399,854884
"Baton Rouge, LA",2020-06-18,NA,1.4077223572751916,0,7.297201777166176,NA,526.6351412523159,509.04180065378733,555.8322533321866,854884
"Baton Rouge, LA",2020-06-19,NA,1.3336876519345906,0,6.852993545122571,NA,528.5986553775474,510.62309732575045,559.46022893785,854884
"Baton Rouge, LA",2020-06-20,NA,1.3336876519345906,0,6.85299354512257,NA,530.562169502779,511.8068646993704,562.8679512951253,854884
"Baton Rouge, LA",2020-06-21,NA,1.3336876519345906,0,6.556854723760166,NA,531.9698918600543,512.4505859668662,566.1155603151539,854884
"Baton Rouge, LA",2020-06-22,NA,1.3336876519345906,0,6.482820018419565,NA,533.8593712799452,513.9559970658554,569.3733623941143,854884
"Baton Rouge, LA",2020-06-23,NA,1.2596529465939894,0,5.7910027663473524,NA,535.1560415792095,515.0814753959671,571.6385679436087,854884
"Baton Rouge, LA",2020-06-24,NA,1.1115835359127872,0,5.7049241344413675,NA,536.4527118784738,516.1912080642463,573.6330153407083,854884
"Baton Rouge, LA",2020-06-25,NA,1.1115835359127872,0,5.558705591393654,NA,538.120087182343,516.6748159944956,576.0031888674114,854884
"Baton Rouge, LA",2020-06-26,NA,1.1115835359127872,0,5.334750607738362,NA,539.3057054235965,517.3046424677926,578.0444394332505,854884
"Birmingham-Hoover, AL",2020-03-31,2,0.7142857142857143,2,2,2,2,2,2,1090435
"Birmingham-Hoover, AL",2020-04-01,5,0.7142857142857143,5,5,7,7,7,7,1090435
"Birmingham-Hoover, AL",2020-04-02,0,0.7142857142857143,0,0,7,7,7,7,1090435
"Birmingham-Hoover, AL",2020-04-03,3,0.7142857142857143,3,3,10,10,10,10,1090435
"Birmingham-Hoover, AL",2020-04-04,4,0.8571428571428571,4,4,14,14,14,14,1090435
"Birmingham-Hoover, AL",2020-04-05,0,0.7142857142857143,0,0,14,14,14,14,1090435
"Birmingham-Hoover, AL",2020-04-06,1,0.8571428571428571,1,1,15,15,15,15,1090435
"Birmingham-Hoover, AL",2020-04-07,2,1.2857142857142856,2,2,17,17,17,17,1090435
"Birmingham-Hoover, AL",2020-04-08,1,1.2857142857142856,1,1,18,18,18,18,1090435
"Birmingham-Hoover, AL",2020-04-09,1,1.4285714285714286,1,1,19,19,19,19,1090435
"Birmingham-Hoover, AL",2020-04-10,0,1.4285714285714286,0,0,19,19,19,19,1090435
"Birmingham-Hoover, AL",2020-04-11,1,1.7142857142857142,1,1,20,20,20,20,1090435
"Birmingham-Hoover, AL",2020-04-12,0,1.2857142857142856,0,0,20,20,20,20,1090435
"Birmingham-Hoover, AL",2020-04-13,0,1.2857142857142856,0,0,20,20,20,20,1090435
"Birmingham-Hoover, AL",2020-04-14,3,2,3,3,23,23,23,23,1090435
"Birmingham-Hoover, AL",2020-04-15,1,2,1,1,24,24,24,24,1090435
"Birmingham-Hoover, AL",2020-04-16,5,2,5,5,29,29,29,29,1090435
"Birmingham-Hoover, AL",2020-04-17,3,2.142857142857143,3,3,32,32,32,32,1090435
"Birmingham-Hoover, AL",2020-04-18,0,2.142857142857143,0,0,32,32,32,32,1090435
"Birmingham-Hoover, AL",2020-04-19,0,1.4285714285714286,0,0,32,32,32,32,1090435
"Birmingham-Hoover, AL",2020-04-20,0,1.4285714285714286,0,0,32,32,32,32,1090435
"Birmingham-Hoover, AL",2020-04-21,0,2.142857142857143,0,0,32,32,32,32,1090435
"Birmingham-Hoover, AL",2020-04-22,6,2.142857142857143,6,6,38,38,38,38,1090435
"Birmingham-Hoover, AL",2020-04-23,2,2.2857142857142856,2,2,40,40,40,40,1090435
"Birmingham-Hoover, AL",2020-04-24,1,2.2857142857142856,1,1,41,41,41,41,1090435
"Birmingham-Hoover, AL",2020-04-25,0,2.2857142857142856,0,0,41,41,41,41,1090435
"Birmingham-Hoover, AL",2020-04-26,2,1.4285714285714284,2,2,43,43,43,43,1090435
"Birmingham-Hoover, AL",2020-04-27,3,1.4285714285714284,3,3,46,46,46,46,1090435
"Birmingham-Hoover, AL",2020-04-28,6,2.2857142857142856,6,6,52,52,52,52,1090435
"Birmingham-Hoover, AL",2020-04-29,3,2.2857142857142856,3,3,55,55,55,55,1090435
"Birmingham-Hoover, AL",2020-04-30,4,2.142857142857143,4,4,59,59,59,59,1090435
"Birmingham-Hoover, AL",2020-05-01,3,2.2857142857142856,3,3,62,62,62,62,1090435
"Birmingham-Hoover, AL",2020-05-02,0,2.142857142857143,0,0,62,62,62,62,1090435
"Birmingham-Hoover, AL",2020-05-03,0,1.1428571428571428,0,0,62,62,62,62,1090435
"Birmingham-Hoover, AL",2020-05-04,0,1.1428571428571428,0,0,62,62,62,62,1090435
"Birmingham-Hoover, AL",2020-05-05,1,2.142857142857143,1,1,63,63,63,63,1090435
"Birmingham-Hoover, AL",2020-05-06,8,2.142857142857143,8,8,71,71,71,71,1090435
"Birmingham-Hoover, AL",2020-05-07,4,2,4,4,75,75,75,75,1090435
"Birmingham-Hoover, AL",2020-05-08,4,2,4,4,79,79,79,79,1090435
"Birmingham-Hoover, AL",2020-05-09,1,2,1,1,80,80,80,80,1090435
"Birmingham-Hoover, AL",2020-05-10,0,1,0,0,80,80,80,80,1090435
"Birmingham-Hoover, AL",2020-05-11,1,1,1,1,81,81,81,81,1090435
"Birmingham-Hoover, AL",2020-05-12,2,1.8571428571428572,2,2,83,83,83,83,1090435
"Birmingham-Hoover, AL",2020-05-13,2,1.8571428571428572,2,2,85,85,85,85,1090435
"Birmingham-Hoover, AL",2020-05-14,6,1.8571428571428572,6,6,91,91,91,91,1090435
"Birmingham-Hoover, AL",2020-05-15,2,1.8571428571428572,2,2,93,93,93,93,1090435
"Birmingham-Hoover, AL",2020-05-16,2,1.7142857142857144,2,2,95,95,95,95,1090435
"Birmingham-Hoover, AL",2020-05-17,2,0.7142857142857143,2,2,97,97,97,97,1090435
"Birmingham-Hoover, AL",2020-05-18,0,0.8571428571428571,0,0,97,97,97,97,1090435
"Birmingham-Hoover, AL",2020-05-19,4,1.7142857142857144,4,4,101,101,101,101,1090435
"Birmingham-Hoover, AL",2020-05-20,5,1.7142857142857144,5,5,106,106,106,106,1090435
"Birmingham-Hoover, AL",2020-05-21,2,1.7142857142857144,2,2,108,108,108,108,1090435
"Birmingham-Hoover, AL",2020-05-22,3,1.7142857142857142,3,3,111,111,111,111,1090435
"Birmingham-Hoover, AL",2020-05-23,0,1.5714285714285714,0,0,111,111,111,111,1090435
"Birmingham-Hoover, AL",2020-05-24,0,0.7142857142857143,0,0,111,111,111,111,1090435
"Birmingham-Hoover, AL",2020-05-25,3,0.7142857142857143,3,3,114,114,114,114,1090435
"Birmingham-Hoover, AL",2020-05-26,5,1.7142857142857142,5,5,119,119,119,119,1090435
"Birmingham-Hoover, AL",2020-05-27,1,1.5714285714285714,1,1,120,120,120,120,1090435
"Birmingham-Hoover, AL",2020-05-28,3,1.5714285714285714,3,3,123,123,123,123,1090435
"Birmingham-Hoover, AL",2020-05-29,2,1.5714285714285714,2,2,125,125,125,125,1090435
"Birmingham-Hoover, AL",2020-05-30,0,1.4285714285714286,0,0,125,125,125,125,1090435
"Birmingham-Hoover, AL",2020-05-31,1,0.7142857142857143,1,1,126,126,126,126,1090435
"Birmingham-Hoover, AL",2020-06-01,1,0.7142857142857143,1,1,127,127,127,127,1090435
"Birmingham-Hoover, AL",2020-06-02,0,1.4285714285714286,0,0,127,127,127,127,1090435
"Birmingham-Hoover, AL",2020-06-03,0,1.4285714285714286,0,0,127,127,127,127,1090435
"Birmingham-Hoover, AL",2020-06-04,0,1.4285714285714286,0,0,127,127,127,127,1090435
"Birmingham-Hoover, AL",2020-06-05,NA,1.35948331469615,0,6.261454711318121,NA,128.35948331469615,127,133.26145471131812,1090435
"Birmingham-Hoover, AL",2020-06-05,NA,1,0,5.285714285714286,NA,128,127,132.28571428571428,1090435
"Birmingham-Hoover, AL",2020-06-06,NA,1.35948331469615,0,6.7124404096291075,NA,129.9934737802368,127,137.1634261079401,1090435
