state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
Alabama,2020-03-27,3,1.2857142857142856,3,3,4,3,3,3,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-03-28,0,1.5714285714285714,0,0,4,3,3,3,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-03-29,6,1.4285714285714286,6,6,10,9,9,9,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-03-30,0,1.7142857142857144,0,0,10,9,9,9,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-03-31,13,2.7142857142857144,13,13,23,22,22,22,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-01,4,3.428571428571429,4,4,27,26,26,26,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-02,5,4,5,5,32,31,31,31,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-03,6,4.571428571428571,6,6,38,37,37,37,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-04,6,5.428571428571429,6,6,44,43,43,43,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-05,1,4.571428571428571,1,1,45,44,44,44,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-06,4,5.142857142857142,4,4,49,48,48,48,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-07,15,8,15,15,64,63,63,63,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-08,2,8.571428571428571,2,2,66,65,65,65,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-09,4,9.285714285714285,4,4,70,69,69,69,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-10,10,9.714285714285715,10,10,80,79,79,79,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-11,12,10,12,12,92,91,91,91,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-12,1,7,1,1,93,92,92,92,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-13,6,7.142857142857142,6,6,99,98,98,98,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-14,15,10.714285714285715,15,15,114,113,113,113,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-15,4,10.714285714285715,4,4,118,117,117,117,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-16,15,10.857142857142858,15,15,133,132,132,132,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-17,15,10.714285714285715,15,15,148,147,147,147,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-18,5,10.857142857142858,5,5,153,152,152,152,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-19,4,7.142857142857142,4,4,157,156,156,156,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-20,6,7.285714285714286,6,6,163,162,162,162,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-21,20,11.428571428571427,20,20,183,182,182,182,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-22,13,11.857142857142858,13,13,196,195,195,195,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-23,6,12,6,6,202,201,201,201,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-24,7,12.142857142857142,7,7,209,208,208,208,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-25,0,12.285714285714285,0,0,209,208,208,208,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-26,10,7.857142857142858,10,10,219,218,218,218,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-27,9,7.785714285714285,9,9,228,227,227,227,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-28,14,12.714285714285715,14,14,242,241,241,241,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-29,14,13.071428571428571,14,14,256,255,255,255,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-04-30,16,13,16,16,272,271,271,271,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-01,17,13,17,17,289,288,288,288,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-03,2,7.571428571428571,2,2,290,290,290,290,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-04,8,7.7142857142857135,8,8,298,298,298,298,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-05,17,12.857142857142858,17,17,315,315,315,315,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-06,28,13,28,28,343,343,343,343,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-07,26,13,26,26,369,369,369,369,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-08,14,12.857142857142858,14,14,383,383,383,383,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-09,7,12.714285714285715,7,7,390,390,390,390,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-10,3,7,3,3,393,393,393,393,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-11,10,6.857142857142858,10,10,403,403,403,403,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-12,32,12.428571428571429,32,32,435,435,435,435,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-13,15,12.714285714285714,15,15,450,450,450,450,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-14,23,12.571428571428571,23,23,473,473,473,473,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-15,10,12.428571428571429,10,10,483,483,483,483,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-16,2,12.285714285714285,2,2,485,485,485,485,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-17,3,6.428571428571429,3,3,488,488,488,488,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-18,1,6.428571428571429,1,1,489,489,489,489,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-19,15,12.285714285714285,15,15,504,504,504,504,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-20,18,12,18,18,522,522,522,522,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-21,NA,10.142857142857144,2.8571428571428568,25.003571428571377,NA,532.1428571428571,524.8571428571429,547.0035714285714,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-22,NA,9.785714285714286,2.571428571428571,25.28571428571429,NA,542.5714285714286,530.5714285714286,565.2857142857143,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-23,NA,9.428571428571429,2.571428571428571,24.857142857142858,NA,552.8571428571429,536.5714285714286,582.2857142857143,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-24,NA,9.142857142857142,2.4285714285714284,24.285714285714285,NA,562.7142857142857,542.7142857142857,598.7142857142857,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-25,NA,8.714285714285715,2,23.57499999999995,NA,572.1428571428571,548,614.4321428571428,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-26,NA,8.142857142857142,2,22.571428571428573,NA,581.1428571428571,553.2857142857143,629.8571428571429,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-27,NA,7.642857142857142,1.7142857142857144,22.289285714285665,NA,589.4285714285714,558.2857142857143,645.2964285714285,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-28,NA,6.857142857142858,1.4285714285714286,21,NA,597,562.5714285714286,660,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-29,NA,6.285714285714286,1.1428571428571428,19.28571428571429,NA,603.8571428571429,566.1392857142857,673.2928571428571,4903185,0.9698,0.9955,0.998,0.9997
Alabama,2020-05-30,NA,5.7142857142857135,1,17.860714285714234,NA,610.2857142857143,569,684.5749999999999,4903185,0.9698,0.9955,0.998,0.9997
