state,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
Alabama,2020-03-27,3,1.4285714285714286,3,3,4,3,3,3,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-03-28,0,1.7142857142857144,0,0,4,3,3,3,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-03-29,6,1.5714285714285714,6,6,10,9,9,9,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-03-30,0,1.8571428571428572,0,0,10,9,9,9,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-03-31,13,2.8571428571428568,13,13,23,22,22,22,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-01,4,3.2857142857142856,4,4,27,26,26,26,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-02,5,3.857142857142857,5,5,32,31,31,31,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-03,6,4.571428571428571,6,6,38,37,37,37,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-04,6,5.428571428571429,6,6,44,43,43,43,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-05,1,4.7142857142857135,1,1,45,44,44,44,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-06,4,5.142857142857142,4,4,49,48,48,48,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-07,15,7.571428571428571,15,15,64,63,63,63,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-08,2,8.428571428571429,2,2,66,65,65,65,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-09,4,9.142857142857142,4,4,70,69,69,69,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-10,10,9.428571428571429,10,10,80,79,79,79,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-11,12,9.571428571428571,12,12,92,91,91,91,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-12,1,7,1,1,93,92,92,92,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-13,6,7,6,6,99,98,98,98,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-14,15,10.142857142857142,15,15,114,113,113,113,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-15,4,10.142857142857142,4,4,118,117,117,117,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-16,15,10.285714285714286,15,15,133,132,132,132,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-17,15,10.285714285714286,15,15,148,147,147,147,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-18,5,10.285714285714285,5,5,153,152,152,152,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-19,4,6.857142857142858,4,4,157,156,156,156,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-20,6,7,6,6,163,162,162,162,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-21,20,11,20,20,183,182,182,182,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-22,13,11.142857142857142,13,13,196,195,195,195,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-23,6,11.571428571428571,6,6,202,201,201,201,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-24,7,11.714285714285714,7,7,209,208,208,208,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-25,0,11.857142857142858,0,0,209,208,208,208,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-26,10,7.571428571428571,10,10,219,218,218,218,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-27,9,7.714285714285714,9,9,228,227,227,227,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-28,14,12.857142857142858,14,14,242,241,241,241,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-29,14,12.857142857142858,14,14,256,255,255,255,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-04-30,16,12.857142857142858,16,16,272,271,271,271,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-01,17,12.857142857142858,17,17,289,288,288,288,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-03,2,7.857142857142857,2,2,290,290,290,290,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-04,8,7.857142857142858,8,8,298,298,298,298,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-05,17,13.571428571428573,17,17,315,315,315,315,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-06,28,13.714285714285714,28,28,343,343,343,343,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-07,26,14,26,26,369,369,369,369,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-08,14,14,14,14,383,383,383,383,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-09,7,13.857142857142856,7,7,390,390,390,390,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-10,3,8,3,3,393,393,393,393,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-11,10,8.142857142857142,10,10,403,403,403,403,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-12,32,14.714285714285714,32,32,435,435,435,435,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-13,15,14.714285714285715,15,15,450,450,450,450,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-14,NA,13.142857142857142,4.857142857142857,28.57142857142857,NA,463.14285714285717,454.85714285714283,478.57142857142856,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-15,NA,13.285714285714286,5,29.28571428571429,NA,477.2857142857143,463.57142857142856,501,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-16,NA,13.428571428571429,5,30,NA,491.57142857142856,472.7142857142857,522.7142857142857,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-17,NA,13.857142857142856,4.857142857142857,32.57142857142857,NA,506.57142857142856,482.1357142857143,546.8571428571429,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-18,NA,14,4.857142857142858,33.57857142857145,NA,521.5714285714286,491.7142857142857,572.4357142857144,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-19,NA,14.571428571428571,5,34.714285714285715,NA,537.2857142857143,501.7142857142857,598.5714285714286,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-20,NA,14.714285714285714,4.857142857142858,36.14285714285714,NA,553.2857142857143,511.4214285714286,625.4357142857144,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-21,NA,15,4.857142857142857,37.857142857142854,NA,569,521.2857142857143,655.4285714285714,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-22,NA,15,4.857142857142857,38.7214285714286,NA,585.2857142857143,530.2857142857143,686.15,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-23,NA,14.857142857142858,4.571428571428571,40.57142857142857,NA,601.3571428571429,538.8571428571429,719.8571428571429,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-24,NA,14.571428571428571,4.285714285714286,41.57142857142858,NA,616.7142857142857,546.5642857142857,753.5714285714286,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-25,NA,14.428571428571429,4.285714285714286,42.43571428571431,NA,632.7142857142857,553.8571428571429,787.5714285714286,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-26,NA,14.142857142857142,3.8571428571428568,43.285714285714285,NA,647.8571428571429,561.9857142857143,823.7142857142857,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-27,NA,13.285714285714285,3.571428571428571,42.42857142857143,NA,662.7142857142858,568.1357142857142,863.1642857142858,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-28,NA,12.428571428571429,3,43.42857142857143,NA,676.1428571428571,573.5642857142857,900.5785714285714,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-29,NA,11.285714285714286,2.4285714285714284,41,NA,687.7142857142857,578.1428571428571,935.7642857142858,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-30,NA,10.428571428571429,2.142857142857143,40.29285714285717,NA,699.7142857142857,582.5714285714286,975.4500000000002,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-05-31,NA,9.285714285714285,1.7142857142857144,41.14285714285714,NA,709.1428571428571,585.7071428571428,1010.4285714285714,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-06-01,NA,8.285714285714286,1.4285714285714286,39.7214285714286,NA,718.2857142857143,588.9714285714286,1048.857142857143,4903185,0.5747,0.6953,0.7855,0.906
Alabama,2020-06-02,NA,7.285714285714286,1,36.7214285714286,NA,726.4285714285714,591.4214285714286,1078.764285714286,4903185,0.5747,0.6953,0.7855,0.906
