date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
2020-03-01,2,2,2,2,2,2,2,2,0.932,0.932,0.932,0.932
2020-03-02,3,3,3,3,5,5,5,5,0.932,0.932,0.932,0.932
2020-03-03,4,4,4,4,9,9,9,9,0.932,0.932,0.932,0.932
2020-03-04,1,1,1,1,10,10,10,10,0.932,0.932,0.932,0.932
2020-03-05,0,0,0,0,10,10,10,10,0.932,0.932,0.932,0.932
2020-03-06,1,1,1,1,11,11,11,11,0.932,0.932,0.932,0.932
2020-03-07,4,4,4,4,15,15,15,15,0.932,0.932,0.932,0.932
2020-03-08,3,3,3,3,18,18,18,18,0.932,0.932,0.932,0.932
2020-03-09,3,3,3,3,21,21,21,21,0.932,0.932,0.932,0.932
2020-03-10,3,3,3,3,24,24,24,24,0.932,0.932,0.932,0.932
2020-03-11,5,5,5,5,29,29,29,29,0.932,0.932,0.932,0.932
2020-03-12,4,4,4,4,33,33,33,33,0.932,0.932,0.932,0.932
2020-03-13,6,6,6,6,39,39,39,39,0.932,0.932,0.932,0.932
2020-03-14,3,3,3,3,42,42,42,42,0.932,0.932,0.932,0.932
2020-03-15,7,7,7,7,49,49,49,49,0.932,0.932,0.932,0.932
2020-03-16,13,13,13,13,62,62,62,62,0.932,0.932,0.932,0.932
2020-03-17,20,20,20,20,82,82,82,82,0.932,0.932,0.932,0.932
2020-03-18,33,33,33,33,115,115,115,115,0.932,0.932,0.932,0.932
2020-03-19,43,43,43,43,158,158,158,158,0.932,0.932,0.932,0.932
2020-03-20,57,57,57,57,215,215,215,215,0.932,0.932,0.932,0.932
2020-03-21,71,71,71,71,286,286,286,286,0.932,0.932,0.932,0.932
2020-03-22,87,87,87,87,373,373,373,373,0.932,0.932,0.932,0.932
2020-03-23,114,114,114,114,487,487,487,487,0.932,0.932,0.932,0.932
2020-03-24,196,196,196,196,683,683,683,683,0.932,0.932,0.932,0.932
2020-03-25,251,251,251,251,934,934,934,934,0.932,0.932,0.932,0.932
2020-03-26,279,279,279,279,1213,1213,1213,1213,0.932,0.932,0.932,0.932
2020-03-27,370,370,370,370,1583,1583,1583,1583,0.932,0.932,0.932,0.932
2020-03-28,487,487,487,487,2070,2070,2070,2070,0.932,0.932,0.932,0.932
2020-03-29,273,273,273,273,2343,2343,2343,2343,0.932,0.932,0.932,0.932
2020-03-30,489,489,489,489,2832,2832,2832,2832,0.932,0.932,0.932,0.932
2020-03-31,725,725,725,725,3557,3557,3557,3557,0.932,0.932,0.932,0.932
2020-04-01,915,915,915,915,4472,4472,4472,4472,0.932,0.932,0.932,0.932
2020-04-02,960,960,960,960,5432,5432,5432,5432,0.932,0.932,0.932,0.932
2020-04-03,1630,1630,1630,1630,7062,7062,7062,7062,0.932,0.932,0.932,0.932
2020-04-04,1364,1364,1364,1364,8426,8426,8426,8426,0.932,0.932,0.932,0.932
2020-04-05,1153,1153,1153,1153,9579,9579,9579,9579,0.932,0.932,0.932,0.932
2020-04-06,2048,2048,2048,2048,11627,11627,11627,11627,0.932,0.932,0.932,0.932
2020-04-07,1249,1249,1249,1249,12876,12876,12876,12876,0.932,0.932,0.932,0.932
2020-04-08,1834,1834,1834,1834,14710,14710,14710,14710,0.932,0.932,0.932,0.932
2020-04-09,1888,1888,1888,1888,16598,16598,16598,16598,0.932,0.932,0.932,0.932
2020-04-10,2028,2028,2028,2028,18626,18626,18626,18626,0.932,0.932,0.932,0.932
2020-04-11,1860,1860,1860,1860,20486,20486,20486,20486,0.932,0.932,0.932,0.932
2020-04-12,1477,1477,1477,1477,21963,21963,21963,21963,0.932,0.932,0.932,0.932
2020-04-13,1549,1549,1549,1549,23512,23512,23512,23512,0.932,0.932,0.932,0.932
2020-04-14,2473,2473,2473,2473,25985,25985,25985,25985,0.932,0.932,0.932,0.932
2020-04-15,2498,2498,2498,2498,28483,28483,28483,28483,0.932,0.932,0.932,0.932
2020-04-16,2201,2201,2201,2201,30684,30684,30684,30684,0.932,0.932,0.932,0.932
2020-04-17,2092,2092,2092,2092,32776,32776,32776,32776,0.932,0.932,0.932,0.932
2020-04-18,1841,1841,1841,1841,34617,34617,34617,34617,0.932,0.932,0.932,0.932
2020-04-19,1402,1402,1402,1402,36019,36019,36019,36019,0.932,0.932,0.932,0.932
2020-04-20,1685,1685,1685,1685,37704,37704,37704,37704,0.932,0.932,0.932,0.932
2020-04-21,2520,2520,2520,2520,40224,40224,40224,40224,0.932,0.932,0.932,0.932
2020-04-22,2179,2179,2179,2179,42403,42403,42403,42403,0.932,0.932,0.932,0.932
2020-04-23,2024,2024,2024,2024,44427,44427,44427,44427,0.932,0.932,0.932,0.932
2020-04-24,1980,1980,1980,1980,46407,46407,46407,46407,0.932,0.932,0.932,0.932
2020-04-25,1832,1832,1832,1832,48239,48239,48239,48239,0.932,0.932,0.932,0.932
2020-04-26,1130,1130,1130,1130,49369,49369,49369,49369,0.932,0.932,0.932,0.932
2020-04-27,1372,1372,1372,1372,50741,50741,50741,50741,0.932,0.932,0.932,0.932
2020-04-28,2197,2197,2197,2197,52938,52938,52938,52938,0.932,0.932,0.932,0.932
2020-04-29,2365,2365,2365,2365,55303,55303,55303,55303,0.932,0.932,0.932,0.932
2020-04-30,2171,2171,2171,2171,57474,57474,57474,57474,0.932,0.932,0.932,0.932
2020-05-01,1822,1822,1822,1822,59296,59296,59296,59296,0.932,0.932,0.932,0.932
2020-05-02,NA,1567.7142857142858,1313.7142857142858,1882.1571428571426,NA,60863.71428571428,60609.71428571428,61178.15714285715,0.932,0.932,0.932,0.932
2020-05-03,NA,1500.7857142857142,1248.4214285714288,1815.435714285714,NA,62367.92857142857,61946.421428571426,62871.43571428572,0.932,0.932,0.932,0.932
2020-05-04,NA,1435.5714285714287,1186.2714285714285,1748.1714285714281,NA,63810.357142857145,63229.13571428571,64499.58571428571,0.932,0.932,0.932,0.932
2020-05-05,NA,1368.2857142857142,1118.2857142857142,1681.2857142857142,NA,65185.57142857143,64420.25000000001,66084.15,0.932,0.932,0.932,0.932
2020-05-06,NA,1303.7142857142858,1052.4142857142858,1617.292857142857,NA,66496,65550.83571428571,67625.02142857142,0.932,0.932,0.932,0.932
2020-05-07,NA,1241.7142857142858,993.7071428571429,1569.0071428571428,NA,67738,66601.85714285714,69091,0.932,0.932,0.932,0.932
2020-05-08,NA,1185.857142857143,932.7142857142858,1519.5785714285714,NA,68932.42857142858,67599,70547.75,0.932,0.932,0.932,0.932
2020-05-09,NA,1129.9285714285716,872.8428571428572,1473.0071428571428,NA,70072.28571428571,68529.5642857143,71949.1857142857,0.932,0.932,0.932,0.932
2020-05-10,NA,1082.2142857142858,817.5571428571429,1444.1499999999999,NA,71159.42857142858,69376.95,73337.02857142857,0.932,0.932,0.932,0.932
2020-05-11,NA,1038.142857142857,763.85,1418.5785714285714,NA,72198.21428571429,70186.7,74690.11428571428,0.932,0.932,0.932,0.932
2020-05-12,NA,994.7142857142857,717.7142857142858,1399.2857142857142,NA,73193.5,70944.25714285714,76043.03571428571,0.932,0.932,0.932,0.932
2020-05-13,NA,956.8571428571429,667.85,1381.2999999999997,NA,74151.92857142858,71659,77364.73571428572,0.932,0.932,0.932,0.932
2020-05-14,NA,920.4285714285714,624.1428571428571,1376.4285714285713,NA,75073.64285714287,72311.85714285714,78704.17142857143,0.932,0.932,0.932,0.932
2020-05-15,NA,885.1428571428571,584.5714285714286,1382.7142857142858,NA,75959.64285714287,72925.93571428572,80041.15,0.932,0.932,0.932,0.932
2020-05-16,NA,861.8571428571429,547.9928571428571,1404.3071428571425,NA,76817.5,73513.24285714286,81379.09999999999,0.932,0.932,0.932,0.932
2020-05-17,NA,840.3571428571429,517.5714285714286,1440.142857142857,NA,77665.57142857142,74075.83571428571,82768.02142857143,0.932,0.932,0.932,0.932
2020-05-18,NA,831.8571428571429,484.6928571428571,1497.349999999999,NA,78509,74605.11428571428,84209.12142857142,0.932,0.932,0.932,0.932
