msa,date,daily_deaths_actual,daily_deaths_est,daily_deaths_90CI_lower,daily_deaths_90CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_90CI_lower,cumulative_deaths_90CI_upper,population,prob_peak_already,prob_peak_07days,prob_peak_10days,prob_peak_14days
"Abilene, TX",2020-04-04,1,0,1,1,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-05,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-06,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-07,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-08,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-09,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-10,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-11,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-12,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-13,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-14,0,0,0,0,1,1,1,1,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-15,1,0,1,1,2,2,2,2,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-16,0,0,0,0,2,2,2,2,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-17,0,0,0,0,2,2,2,2,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-18,0,0,0,0,2,2,2,2,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-19,0,0,0,0,2,2,2,2,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-20,0,0,0,0,2,2,2,2,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-21,1,0,1,1,3,3,3,3,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-23,1,0,1,1,3,4,4,4,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-24,0,0,0,0,3,4,4,4,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-25,0,0,0,0,3,4,4,4,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-26,0,0,0,0,3,4,4,4,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-27,0,0,0,0,3,4,4,4,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-28,0,0,0,0,3,4,4,4,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-29,2,0,2,2,5,6,6,6,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-04-30,0,0,0,0,5,6,6,6,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-01,0,0,0,0,5,6,6,6,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-02,NA,0,0,1.4285714285714286,NA,6,6,7.428571428571429,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-03,NA,0,0,1.4285714285714286,NA,6.285714285714286,6,8.142857142857142,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-04,NA,0,0,1.4285714285714286,NA,6.714285714285714,6,8.857142857142858,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-05,NA,0,0,1.4285714285714286,NA,7,6,9.57857142857139,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-06,NA,0,0,1.4285714285714286,NA,7.285714285714286,6,10.571428571428571,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-07,NA,0,0,1.4285714285714286,NA,7.714285714285714,6,11.285714285714286,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-08,NA,0,0,1.7142857142857144,NA,8,6,12.285714285714285,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-09,NA,0,0,1.5714285714285714,NA,8.285714285714286,6.285714285714286,13.285714285714285,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-10,NA,0,0,1.7142857142857144,NA,8.714285714285714,6.285714285714286,14.142857142857142,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-11,NA,0.2857142857142857,0,1.7214285714285325,NA,9,6.571428571428571,15.285714285714285,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-12,NA,0.2857142857142857,0,2.142857142857143,NA,9.428571428571429,6.714285714285714,16.721428571428532,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-13,NA,0.2857142857142857,0,2.142857142857143,NA,9.857142857142858,6.714285714285714,17.857142857142858,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-14,NA,0.2857142857142857,0,2.142857142857143,NA,10.428571428571429,6.714285714285714,19.285714285714285,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-15,NA,0.2857142857142857,0,2.4285714285714284,NA,11,7,21,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-16,NA,0.5714285714285714,0,2.7142857142857144,NA,11.571428571428571,7.285714285714286,22.857142857142858,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-17,NA,0.5714285714285714,0,2.857142857142857,NA,12.142857142857142,7.428571428571429,25,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-18,NA,0.5714285714285714,0,3.142857142857143,NA,12.714285714285715,7.714285714285714,27.285714285714285,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-19,NA,0.7142857142857143,0,3.5714285714285716,NA,13.428571428571429,7.857142857142857,30.007142857142817,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-20,NA,0.7142857142857143,0,4.007142857142818,NA,14.285714285714286,8,32.57857142857139,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-21,NA,0.7142857142857143,0,4.7214285714285325,NA,15.142857142857142,8.278571428571432,36.285714285714285,172060,0.4093,0.4477,0.4763,0.5407
"Abilene, TX",2020-05-22,NA,0.7142857142857143,0,5.285714285714286,NA,16.142857142857142,8.428571428571429,40.57142857142857,172060,0.4093,0.4477,0.4763,0.5407
