state,date,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper,daily_deaths_av7,daily_deaths_actual
Alabama,2020-09-22,6,0,31,NA,2454,2448,2479,NA,NA
Alabama,2020-09-23,5,0,28,NA,2460,2450,2494,NA,NA
Alabama,2020-09-24,5,0,28,NA,2468,2452,2509,NA,NA
Alabama,2020-09-25,5,0,32,NA,2475,2455,2525,NA,NA
Alabama,2020-09-26,5,0,30,NA,2482,2458,2538,NA,NA
Alabama,2020-09-27,5,0,29,NA,2488,2461,2551,NA,NA
Alabama,2020-09-28,5,0,29,NA,2494,2465,2568,NA,NA
Alabama,2020-09-29,5,0,28,NA,2500,2467,2584,NA,NA
Alabama,2020-09-30,5,0,28,NA,2507,2471,2604,NA,NA
Alabama,2020-10-01,4,0,29,NA,2513,2473,2617,NA,NA
Alabama,2020-10-02,4,0,25,NA,2519,2475,2632,NA,NA
Alabama,2020-10-03,4,0,27,NA,2525,2477,2648,NA,NA
Alabama,2020-10-04,4,0,30,NA,2530,2480,2659,NA,NA
Alabama,2020-10-05,4,0,29,NA,2537,2482,2679,NA,NA
Alabama,2020-10-06,4,0,34,NA,2543,2484,2692,NA,NA
Alabama,2020-10-07,4,0,29,NA,2548,2485,2713,NA,NA
Alabama,2020-10-08,4,0,32,NA,2552,2487,2730,NA,NA
Alabama,2020-10-09,4,0,32,NA,2558,2489,2744,NA,NA
Alabama,2020-10-10,4,0,30,NA,2562,2490,2761,NA,NA
Alabama,2020-10-11,4,0,33,NA,2568,2493,2786,NA,NA
Alabama,2020-10-12,4,0,32,NA,2572,2497,2806,NA,NA
Alabama,2020-10-13,3,0,34,NA,2577,2497,2834,NA,NA
Alabama,2020-10-14,4,0,37,NA,2581,2499,2853,NA,NA
Alabama,2020-10-15,3,0,35,NA,2587,2500,2892,NA,NA
Alabama,2020-10-16,3,0,38,NA,2592,2500,2899,NA,NA
Alabama,2020-10-17,3,0,31,NA,2597,2501,2928,NA,NA
Alabama,2020-10-18,3,0,35,NA,2602,2503,2963,NA,NA
Alabama,2020-10-19,3,0,33,NA,2606,2503,2994,NA,NA
Alabama,2020-10-20,4,0,43,NA,2610,2506,3019,NA,NA
Alaska,2020-09-22,0,0,3,NA,42,42,45,NA,NA
Alaska,2020-09-23,0,0,3,NA,42,42,46,NA,NA
Alaska,2020-09-24,0,0,3,NA,42,42,47,NA,NA
Alaska,2020-09-25,0,0,3,NA,43,42,48,NA,NA
